rep,carbon_count_q,carbon_count_a,ring_count_q,ring_count_a,functional_group_q,functional_group_a,bond_type_q,bond_type_a
iupac,"Determine the total carbon count for 1-[7-(3,5-dimethyl-1,2-oxazol-4-yl)-6-methylpyrrolo[1,2-b]pyridazin-5-yl]ethanone.",15,"Compute the ring count of 1-[7-(3,5-dimethyl-1,2-oxazol-4-yl)-6-methylpyrrolo[1,2-b]pyridazin-5-yl]ethanone.",3,"Assess whether 1-[7-(3,5-dimethyl-1,2-oxazol-4-yl)-6-methylpyrrolo[1,2-b]pyridazin-5-yl]ethanone exhibits a alcohol group.",0,"Are triple bonds present in 1-[7-(3,5-dimethyl-1,2-oxazol-4-yl)-6-methylpyrrolo[1,2-b]pyridazin-5-yl]ethanone?",0
smiles,Report the number of carbon atoms in COC1(C)C(O)C2OC21.,6,Find the number of rings contained in COC1(C)C(O)C2OC21.,2,Determine whether COC1(C)C(O)C2OC21 includes a alcohol functional group.,1,Does the molecule COC1(C)C(O)C2OC21 contain any double bonds?,0
iupac,"Given N-[4-(3-bromoanilino)quinazolin-6-yl]-4-oxopent-2-enamide, return the number of carbon atoms.",19,"For N-[4-(3-bromoanilino)quinazolin-6-yl]-4-oxopent-2-enamide, how many distinct rings are present?",3,"For the molecule N-[4-(3-bromoanilino)quinazolin-6-yl]-4-oxopent-2-enamide, is a aldehyde functional group present?",0,Are double bonds present in N-[4-(3-bromoanilino)quinazolin-6-yl]-4-oxopent-2-enamide?,1
iupac,"Report the number of carbon atoms in (2R)-2-phenyl-N-[6-[4-[[3-(trifluoromethyl)phenyl]methyl]-1,4-diazepan-1-yl]-3-pyridinyl]butanamide.",28,"Report the number of rings in the molecule (2R)-2-phenyl-N-[6-[4-[[3-(trifluoromethyl)phenyl]methyl]-1,4-diazepan-1-yl]-3-pyridinyl]butanamide.",4,"Identify if (2R)-2-phenyl-N-[6-[4-[[3-(trifluoromethyl)phenyl]methyl]-1,4-diazepan-1-yl]-3-pyridinyl]butanamide contains a halide.",1,"Does (2R)-2-phenyl-N-[6-[4-[[3-(trifluoromethyl)phenyl]methyl]-1,4-diazepan-1-yl]-3-pyridinyl]butanamide feature any double bonds?",1
iupac,"Given 2-(hydroxymethyl)-6-methylsulfanyl-4-(4-naphthalen-1-yltriazol-1-yl)oxane-3,5-diol, return the number of carbon atoms.",19,"For 2-(hydroxymethyl)-6-methylsulfanyl-4-(4-naphthalen-1-yltriazol-1-yl)oxane-3,5-diol, how many distinct rings are present?",4,"Assess whether 2-(hydroxymethyl)-6-methylsulfanyl-4-(4-naphthalen-1-yltriazol-1-yl)oxane-3,5-diol exhibits a phenol group.",0,"Does 2-(hydroxymethyl)-6-methylsulfanyl-4-(4-naphthalen-1-yltriazol-1-yl)oxane-3,5-diol feature any double bonds?",0
smiles,Count the number of carbon atoms in C/C=C/COc1nccc(C(=O)O)c1F.,10,"Given the SMILES C/C=C/COc1nccc(C(=O)O)c1F, return its ring count.",1,Check if the structure C/C=C/COc1nccc(C(=O)O)c1F contains a alcohol.,1,Is a double bond found in the SMILES C/C=C/COc1nccc(C(=O)O)c1F?,1
iupac,Determine the total carbon count for [3-[(4-chlorophenyl)sulfanylmethyl]-4-ethoxyphenyl]-[4-(4-methoxyphenyl)piperazin-1-yl]methanone.,27,Report the number of rings in the molecule [3-[(4-chlorophenyl)sulfanylmethyl]-4-ethoxyphenyl]-[4-(4-methoxyphenyl)piperazin-1-yl]methanone.,4,Does the molecule [3-[(4-chlorophenyl)sulfanylmethyl]-4-ethoxyphenyl]-[4-(4-methoxyphenyl)piperazin-1-yl]methanone contain a alcohol functional group?,0,Are triple bonds present in [3-[(4-chlorophenyl)sulfanylmethyl]-4-ethoxyphenyl]-[4-(4-methoxyphenyl)piperazin-1-yl]methanone?,0
smiles,What is the total count of carbon atoms in CNC1C(=N)OC1C?,5,How many ring systems does CNC1C(=N)OC1C contain?,1,Check if the structure CNC1C(=N)OC1C contains a amine.,1,Is a double bond found in the SMILES CNC1C(=N)OC1C?,1
iupac,"Given N-methyl-N-[2-[nitroso-[2-[nitroso(2-phenylethyl)amino]-2-phenylethyl]amino]-3-phenylpropyl]nitrous amide, return the number of carbon atoms.",26,Report the number of rings in the molecule N-methyl-N-[2-[nitroso-[2-[nitroso(2-phenylethyl)amino]-2-phenylethyl]amino]-3-phenylpropyl]nitrous amide.,3,Is the ketone functional group found in N-methyl-N-[2-[nitroso-[2-[nitroso(2-phenylethyl)amino]-2-phenylethyl]amino]-3-phenylpropyl]nitrous amide?,0,Does the chemical structure N-methyl-N-[2-[nitroso-[2-[nitroso(2-phenylethyl)amino]-2-phenylethyl]amino]-3-phenylpropyl]nitrous amide include triple bonding?,0
smiles,"For the SMILES O=S(=O)(CCC1CCC1)N1CCC([C@H](O)c2ccc(Cl)cc2)CC1, how many carbon atoms does it contain?",18,Count the number of rings in O=S(=O)(CCC1CCC1)N1CCC([C@H](O)c2ccc(Cl)cc2)CC1.,3,Check if the structure O=S(=O)(CCC1CCC1)N1CCC([C@H](O)c2ccc(Cl)cc2)CC1 contains a alcohol.,1,Identify whether O=S(=O)(CCC1CCC1)N1CCC([C@H](O)c2ccc(Cl)cc2)CC1 has any double bonds.,1
iupac,"Identify the carbon atom count in the molecule 2-anthracen-9-yl-N-(2-chloro-6-methylphenyl)imidazo[1,2-a]pyridin-3-amine.",28,"Determine the ring count for 2-anthracen-9-yl-N-(2-chloro-6-methylphenyl)imidazo[1,2-a]pyridin-3-amine.",6,"Check if the structure 2-anthracen-9-yl-N-(2-chloro-6-methylphenyl)imidazo[1,2-a]pyridin-3-amine contains a phenol.",0,"Does 2-anthracen-9-yl-N-(2-chloro-6-methylphenyl)imidazo[1,2-a]pyridin-3-amine feature any triple bonds?",0
iupac,"Identify the carbon atom count in the molecule N-[[3,5-bis[(4,5-dihydro-1H-imidazol-2-ylamino)methyl]-2,4,6-triethylphenyl]methyl]-4,5-dihydro-1H-imidazol-2-amine.",24,"Given the SMILES N-[[3,5-bis[(4,5-dihydro-1H-imidazol-2-ylamino)methyl]-2,4,6-triethylphenyl]methyl]-4,5-dihydro-1H-imidazol-2-amine, return its ring count.",4,"Does the molecule N-[[3,5-bis[(4,5-dihydro-1H-imidazol-2-ylamino)methyl]-2,4,6-triethylphenyl]methyl]-4,5-dihydro-1H-imidazol-2-amine contain a amine functional group?",1,"Does the chemical structure N-[[3,5-bis[(4,5-dihydro-1H-imidazol-2-ylamino)methyl]-2,4,6-triethylphenyl]methyl]-4,5-dihydro-1H-imidazol-2-amine include double bonding?",1
iupac,Determine the total carbon count for 3-chloro-N-[[1-[[4-(difluoromethoxy)phenyl]methyl]indol-3-yl]methylideneamino]-4-hydroxybenzamide.,24,"For 3-chloro-N-[[1-[[4-(difluoromethoxy)phenyl]methyl]indol-3-yl]methylideneamino]-4-hydroxybenzamide, how many distinct rings are present?",4,Identify if 3-chloro-N-[[1-[[4-(difluoromethoxy)phenyl]methyl]indol-3-yl]methylideneamino]-4-hydroxybenzamide contains a nitro.,0,Are triple bonds present in 3-chloro-N-[[1-[[4-(difluoromethoxy)phenyl]methyl]indol-3-yl]methylideneamino]-4-hydroxybenzamide?,0
iupac,"Given 3-(3,4-dichlorophenyl)-3-[(2,5-dimethylfuran-3-carbonyl)amino]propanoic acid, return the number of carbon atoms.",16,"Count the number of rings in 3-(3,4-dichlorophenyl)-3-[(2,5-dimethylfuran-3-carbonyl)amino]propanoic acid.",2,"Does 3-(3,4-dichlorophenyl)-3-[(2,5-dimethylfuran-3-carbonyl)amino]propanoic acid have at least one ketone group?",1,"Are double bonds present in 3-(3,4-dichlorophenyl)-3-[(2,5-dimethylfuran-3-carbonyl)amino]propanoic acid?",1
iupac,"How many carbon atoms make up the structure methyl 14-ethyl-13-methyl-3,9-dioxo-11-phenyl-8-propanoyl-4,15-dioxa-10,14-diazatetracyclo[6.6.1.01,10.02,7]pentadec-12-ene-12-carboxylate?",25,"How many ring systems does methyl 14-ethyl-13-methyl-3,9-dioxo-11-phenyl-8-propanoyl-4,15-dioxa-10,14-diazatetracyclo[6.6.1.01,10.02,7]pentadec-12-ene-12-carboxylate contain?",5,"Identify if methyl 14-ethyl-13-methyl-3,9-dioxo-11-phenyl-8-propanoyl-4,15-dioxa-10,14-diazatetracyclo[6.6.1.01,10.02,7]pentadec-12-ene-12-carboxylate contains a phenol.",0,"Check if the structure methyl 14-ethyl-13-methyl-3,9-dioxo-11-phenyl-8-propanoyl-4,15-dioxa-10,14-diazatetracyclo[6.6.1.01,10.02,7]pentadec-12-ene-12-carboxylate has a triple bond.",0
iupac,"Compute the total number of carbons in 5-(4-methoxyphenyl)-3-methyl-N-(2-phenoxyethyl)-1,2-oxazole-4-carboxamide.",20,"What is the total number of rings in 5-(4-methoxyphenyl)-3-methyl-N-(2-phenoxyethyl)-1,2-oxazole-4-carboxamide?",3,"Is the amide functional group found in 5-(4-methoxyphenyl)-3-methyl-N-(2-phenoxyethyl)-1,2-oxazole-4-carboxamide?",1,"Identify whether 5-(4-methoxyphenyl)-3-methyl-N-(2-phenoxyethyl)-1,2-oxazole-4-carboxamide has any aromatic bonds.",1
smiles,Determine the total carbon count for CC1(O)C(O)C1C1CN1.,6,Find the number of rings contained in CC1(O)C(O)C1C1CN1.,2,Is a carboxylic_acid group present in CC1(O)C(O)C1C1CN1?,0,Does CC1(O)C(O)C1C1CN1 feature any aromatic bonds?,0
smiles,"Given O=C1CC(CC2CC2)N1, return the number of carbon atoms.",7,How many cyclic structures are in O=C1CC(CC2CC2)N1?,2,Does the molecule O=C1CC(CC2CC2)N1 contain a ketone functional group?,1,Is a double bond found in the SMILES O=C1CC(CC2CC2)N1?,1
iupac,"For the SMILES methyl 4-[[2-[5-[3-(3-methylphenyl)-1,2,4-oxadiazol-5-yl]-2-oxo-1-pyridinyl]acetyl]amino]benzoate, how many carbon atoms does it contain?",24,"Given the SMILES methyl 4-[[2-[5-[3-(3-methylphenyl)-1,2,4-oxadiazol-5-yl]-2-oxo-1-pyridinyl]acetyl]amino]benzoate, return its ring count.",4,"Is the alcohol functional group found in methyl 4-[[2-[5-[3-(3-methylphenyl)-1,2,4-oxadiazol-5-yl]-2-oxo-1-pyridinyl]acetyl]amino]benzoate?",0,"Determine whether methyl 4-[[2-[5-[3-(3-methylphenyl)-1,2,4-oxadiazol-5-yl]-2-oxo-1-pyridinyl]acetyl]amino]benzoate includes at least one triple bond.",0
smiles,What is the total count of carbon atoms in N#CC1(N)CC2CC1O2?,6,How many cyclic structures are in N#CC1(N)CC2CC1O2?,2,Does the SMILES N#CC1(N)CC2CC1O2 encode a amine functional group?,1,Check if the structure N#CC1(N)CC2CC1O2 has a triple bond.,1
iupac,"Determine the total carbon count for 2-(5-amino-1,2-oxazol-4-yl)ethanol.",5,"Count the number of rings in 2-(5-amino-1,2-oxazol-4-yl)ethanol.",1,"For the molecule 2-(5-amino-1,2-oxazol-4-yl)ethanol, is a carboxylic_acid functional group present?",0,"Does 2-(5-amino-1,2-oxazol-4-yl)ethanol feature any triple bonds?",0
iupac,"Determine the total carbon count for 2-[[11-(hydroxymethyl)-14-methyl-5-(4-methylphenyl)-2-oxa-4,6,13-triazatricyclo[8.4.0.03,8]tetradeca-1(10),3(8),4,6,11,13-hexaen-7-yl]sulfanyl]-1-morpholin-4-ylethanone.",25,"Count the number of rings in 2-[[11-(hydroxymethyl)-14-methyl-5-(4-methylphenyl)-2-oxa-4,6,13-triazatricyclo[8.4.0.03,8]tetradeca-1(10),3(8),4,6,11,13-hexaen-7-yl]sulfanyl]-1-morpholin-4-ylethanone.",5,"Does the SMILES 2-[[11-(hydroxymethyl)-14-methyl-5-(4-methylphenyl)-2-oxa-4,6,13-triazatricyclo[8.4.0.03,8]tetradeca-1(10),3(8),4,6,11,13-hexaen-7-yl]sulfanyl]-1-morpholin-4-ylethanone encode a amide functional group?",1,"Identify whether 2-[[11-(hydroxymethyl)-14-methyl-5-(4-methylphenyl)-2-oxa-4,6,13-triazatricyclo[8.4.0.03,8]tetradeca-1(10),3(8),4,6,11,13-hexaen-7-yl]sulfanyl]-1-morpholin-4-ylethanone has any double bonds.",1
iupac,"How many carbons are present in the molecule [(2R,6R)-2,6-dimethylmorpholin-4-yl]-[(1R,2S)-2-methylcyclopropyl]methanone?",11,"What is the total number of rings in [(2R,6R)-2,6-dimethylmorpholin-4-yl]-[(1R,2S)-2-methylcyclopropyl]methanone?",2,"Is a phenol group present in [(2R,6R)-2,6-dimethylmorpholin-4-yl]-[(1R,2S)-2-methylcyclopropyl]methanone?",0,"Assess whether [(2R,6R)-2,6-dimethylmorpholin-4-yl]-[(1R,2S)-2-methylcyclopropyl]methanone contains a triple bond type.",0
iupac,"Determine the total carbon count for 2-[8-(2-methylbutan-2-yl)-2,4-dioxo-1,3-diazaspiro[4.5]decan-3-yl]-N-[2-(4-methylpiperazin-1-yl)-1-phenylethyl]acetamide.",28,"Determine the ring count for 2-[8-(2-methylbutan-2-yl)-2,4-dioxo-1,3-diazaspiro[4.5]decan-3-yl]-N-[2-(4-methylpiperazin-1-yl)-1-phenylethyl]acetamide.",4,"Is a ketone group present in 2-[8-(2-methylbutan-2-yl)-2,4-dioxo-1,3-diazaspiro[4.5]decan-3-yl]-N-[2-(4-methylpiperazin-1-yl)-1-phenylethyl]acetamide?",1,"Does the molecule 2-[8-(2-methylbutan-2-yl)-2,4-dioxo-1,3-diazaspiro[4.5]decan-3-yl]-N-[2-(4-methylpiperazin-1-yl)-1-phenylethyl]acetamide contain any double bonds?",1
iupac,"Given 1-(5-chloropyrimidin-2-yl)-N-(5-methyl-2-pyridinyl)piperidine-3-carboxamide, return the number of carbon atoms.",16,Count the number of rings in 1-(5-chloropyrimidin-2-yl)-N-(5-methyl-2-pyridinyl)piperidine-3-carboxamide.,3,Does the molecule 1-(5-chloropyrimidin-2-yl)-N-(5-methyl-2-pyridinyl)piperidine-3-carboxamide contain a carboxylic_acid functional group?,0,Does 1-(5-chloropyrimidin-2-yl)-N-(5-methyl-2-pyridinyl)piperidine-3-carboxamide feature any triple bonds?,0
iupac,"Given (4S)-N-[1-(4-ethylphenyl)piperidin-4-yl]-2-oxoimidazolidine-4-carboxamide, return the number of carbon atoms.",17,Compute the ring count of (4S)-N-[1-(4-ethylphenyl)piperidin-4-yl]-2-oxoimidazolidine-4-carboxamide.,3,Is the amine functional group found in (4S)-N-[1-(4-ethylphenyl)piperidin-4-yl]-2-oxoimidazolidine-4-carboxamide?,1,Is a double bond found in the SMILES (4S)-N-[1-(4-ethylphenyl)piperidin-4-yl]-2-oxoimidazolidine-4-carboxamide?,1
smiles,What is the total count of carbon atoms in CNC(=O)/C(C#N)=C1\SC(Cc2ccc(OC)cc2)C(=O)N1c1ccccc1C?,22,Count the number of rings in CNC(=O)/C(C#N)=C1\SC(Cc2ccc(OC)cc2)C(=O)N1c1ccccc1C.,3,Does the SMILES CNC(=O)/C(C#N)=C1\SC(Cc2ccc(OC)cc2)C(=O)N1c1ccccc1C encode a carboxylic_acid functional group?,0,Check if the structure CNC(=O)/C(C#N)=C1\SC(Cc2ccc(OC)cc2)C(=O)N1c1ccccc1C has a aromatic bond.,1
iupac,"Given N-[(1R)-1-(2,3-dihydro-1,4-benzodioxin-6-yl)ethyl]-4-pyrrolidin-1-ylsulfonylbenzamide, return the number of carbon atoms.",21,"How many ring systems does N-[(1R)-1-(2,3-dihydro-1,4-benzodioxin-6-yl)ethyl]-4-pyrrolidin-1-ylsulfonylbenzamide contain?",4,"Check if the structure N-[(1R)-1-(2,3-dihydro-1,4-benzodioxin-6-yl)ethyl]-4-pyrrolidin-1-ylsulfonylbenzamide contains a amine.",1,"Determine whether N-[(1R)-1-(2,3-dihydro-1,4-benzodioxin-6-yl)ethyl]-4-pyrrolidin-1-ylsulfonylbenzamide includes at least one triple bond.",0
smiles,Determine the total carbon count for CCCCOc1ccc(/C=C2\SC(=S)N([C@H](C(=O)O)[C@H](C)CC)C2=O)cc1OC.,21,Compute the ring count of CCCCOc1ccc(/C=C2\SC(=S)N([C@H](C(=O)O)[C@H](C)CC)C2=O)cc1OC.,2,Determine whether CCCCOc1ccc(/C=C2\SC(=S)N([C@H](C(=O)O)[C@H](C)CC)C2=O)cc1OC includes a phenol functional group.,0,Check if the structure CCCCOc1ccc(/C=C2\SC(=S)N([C@H](C(=O)O)[C@H](C)CC)C2=O)cc1OC has a triple bond.,0
smiles,Count the number of carbon atoms in CC[C@H](C)c1ccc(OCC(=O)Nc2sc(C)c(C)c2C#N)cc1.,19,Determine the ring count for CC[C@H](C)c1ccc(OCC(=O)Nc2sc(C)c(C)c2C#N)cc1.,2,Assess whether CC[C@H](C)c1ccc(OCC(=O)Nc2sc(C)c(C)c2C#N)cc1 exhibits a amide group.,1,Is a aromatic bond found in the SMILES CC[C@H](C)c1ccc(OCC(=O)Nc2sc(C)c(C)c2C#N)cc1?,1
iupac,"Given (2-methyl-6-azaspiro[2.5]octan-2-yl)-[4-(6,7,8,9-tetrahydro-5H-[1,2,4]triazolo[4,3-a]azepin-3-yl)piperidin-1-yl]methanone, return the number of carbon atoms.",21,"Report the number of rings in the molecule (2-methyl-6-azaspiro[2.5]octan-2-yl)-[4-(6,7,8,9-tetrahydro-5H-[1,2,4]triazolo[4,3-a]azepin-3-yl)piperidin-1-yl]methanone.",5,"Assess whether (2-methyl-6-azaspiro[2.5]octan-2-yl)-[4-(6,7,8,9-tetrahydro-5H-[1,2,4]triazolo[4,3-a]azepin-3-yl)piperidin-1-yl]methanone exhibits a halide group.",0,"For the molecule (2-methyl-6-azaspiro[2.5]octan-2-yl)-[4-(6,7,8,9-tetrahydro-5H-[1,2,4]triazolo[4,3-a]azepin-3-yl)piperidin-1-yl]methanone, does a triple bond exist?",0
iupac,"Given ethyl 2-(1,2-oxazol-4-ylmethylamino)propanoate, return the number of carbon atoms.",9,"How many ring systems does ethyl 2-(1,2-oxazol-4-ylmethylamino)propanoate contain?",1,"Does the molecule ethyl 2-(1,2-oxazol-4-ylmethylamino)propanoate contain a ketone functional group?",1,"Determine whether ethyl 2-(1,2-oxazol-4-ylmethylamino)propanoate includes at least one double bond.",1
smiles,"For the SMILES C=Cc1ccc(Cn2c(C)c(C(=O)NCCC#N)sc2=O)cc1, how many carbon atoms does it contain?",17,Determine the ring count for C=Cc1ccc(Cn2c(C)c(C(=O)NCCC#N)sc2=O)cc1.,2,Check if the structure C=Cc1ccc(Cn2c(C)c(C(=O)NCCC#N)sc2=O)cc1 contains a halide.,0,Identify whether C=Cc1ccc(Cn2c(C)c(C(=O)NCCC#N)sc2=O)cc1 has any double bonds.,1
iupac,"Report the number of carbon atoms in 2-[6-benzylsulfanyl-8-(cyclohexylamino)purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol.",23,"How many cyclic structures are in 2-[6-benzylsulfanyl-8-(cyclohexylamino)purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol?",5,"Does the molecule 2-[6-benzylsulfanyl-8-(cyclohexylamino)purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol contain a alcohol functional group?",1,"Are triple bonds present in 2-[6-benzylsulfanyl-8-(cyclohexylamino)purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol?",0
iupac,"Determine the total carbon count for ethyl (1R,9S,13S)-4,6-dibromo-10-ethyl-9-methyl-11-sulfanylidene-8-oxa-10,12-diazatricyclo[7.3.1.02,7]trideca-2(7),3,5-triene-13-carboxylate.",16,"Compute the ring count of ethyl (1R,9S,13S)-4,6-dibromo-10-ethyl-9-methyl-11-sulfanylidene-8-oxa-10,12-diazatricyclo[7.3.1.02,7]trideca-2(7),3,5-triene-13-carboxylate.",3,"Does the molecule ethyl (1R,9S,13S)-4,6-dibromo-10-ethyl-9-methyl-11-sulfanylidene-8-oxa-10,12-diazatricyclo[7.3.1.02,7]trideca-2(7),3,5-triene-13-carboxylate contain a carboxylic_acid functional group?",0,"Does ethyl (1R,9S,13S)-4,6-dibromo-10-ethyl-9-methyl-11-sulfanylidene-8-oxa-10,12-diazatricyclo[7.3.1.02,7]trideca-2(7),3,5-triene-13-carboxylate feature any triple bonds?",0
iupac,Identify the carbon atom count in the molecule 2-(4-methyl-2-oxo-7-phenylquinolin-1-yl)acetaldehyde.,18,"For 2-(4-methyl-2-oxo-7-phenylquinolin-1-yl)acetaldehyde, how many distinct rings are present?",3,Identify if 2-(4-methyl-2-oxo-7-phenylquinolin-1-yl)acetaldehyde contains a aldehyde.,1,Determine whether 2-(4-methyl-2-oxo-7-phenylquinolin-1-yl)acetaldehyde includes at least one aromatic bond.,1
iupac,What is the total count of carbon atoms in 2-[N-(benzenesulfonyl)-3-methylanilino]-N-[(2-ethoxyphenyl)methyl]acetamide?,24,Count the number of rings in 2-[N-(benzenesulfonyl)-3-methylanilino]-N-[(2-ethoxyphenyl)methyl]acetamide.,3,Does the SMILES 2-[N-(benzenesulfonyl)-3-methylanilino]-N-[(2-ethoxyphenyl)methyl]acetamide encode a ester functional group?,0,Are triple bonds present in 2-[N-(benzenesulfonyl)-3-methylanilino]-N-[(2-ethoxyphenyl)methyl]acetamide?,0
iupac,Compute the total number of carbons in 3-benzyl-4-[[3-(cyclohexylmethyl)benzoyl]amino]benzoic acid.,28,Report the number of rings in the molecule 3-benzyl-4-[[3-(cyclohexylmethyl)benzoyl]amino]benzoic acid.,4,Assess whether 3-benzyl-4-[[3-(cyclohexylmethyl)benzoyl]amino]benzoic acid exhibits a carboxylic_acid group.,1,Is a double bond found in the SMILES 3-benzyl-4-[[3-(cyclohexylmethyl)benzoyl]amino]benzoic acid?,1
smiles,How many carbons are present in the molecule N#CC12CC=CC1C2?,7,Find the number of rings contained in N#CC12CC=CC1C2.,2,"For the molecule N#CC12CC=CC1C2, is a halide functional group present?",0,Check if the structure N#CC12CC=CC1C2 has a aromatic bond.,0
iupac,"How many carbons are present in the molecule 3-[(9S)-9-(2-methoxyphenyl)-2,4,6,8,10,17-hexazatetracyclo[8.7.0.02,7.011,16]heptadeca-1(17),6,11,13,15-pentaen-4-yl]-N,N-dimethylpropan-1-amine?",23,"How many cyclic structures are in 3-[(9S)-9-(2-methoxyphenyl)-2,4,6,8,10,17-hexazatetracyclo[8.7.0.02,7.011,16]heptadeca-1(17),6,11,13,15-pentaen-4-yl]-N,N-dimethylpropan-1-amine?",5,"Does the molecule 3-[(9S)-9-(2-methoxyphenyl)-2,4,6,8,10,17-hexazatetracyclo[8.7.0.02,7.011,16]heptadeca-1(17),6,11,13,15-pentaen-4-yl]-N,N-dimethylpropan-1-amine contain a amine functional group?",1,"Is a double bond found in the SMILES 3-[(9S)-9-(2-methoxyphenyl)-2,4,6,8,10,17-hexazatetracyclo[8.7.0.02,7.011,16]heptadeca-1(17),6,11,13,15-pentaen-4-yl]-N,N-dimethylpropan-1-amine?",1
smiles,What is the total count of carbon atoms in COc1c(C(=O)NCc2ccco2)ccc2[nH]nc(/C=C/c3ccc(F)c(C(C)=O)c3)c12?,24,Report the number of rings in the molecule COc1c(C(=O)NCc2ccco2)ccc2[nH]nc(/C=C/c3ccc(F)c(C(C)=O)c3)c12.,4,Assess whether COc1c(C(=O)NCc2ccco2)ccc2[nH]nc(/C=C/c3ccc(F)c(C(C)=O)c3)c12 exhibits a phenol group.,0,Does the molecule COc1c(C(=O)NCc2ccco2)ccc2[nH]nc(/C=C/c3ccc(F)c(C(C)=O)c3)c12 contain any triple bonds?,0
iupac,"For the SMILES aziridin-2-ylmethyl formate, how many carbon atoms does it contain?",4,What is the total number of rings in aziridin-2-ylmethyl formate?,1,Determine whether aziridin-2-ylmethyl formate includes a amine functional group.,1,Does the chemical structure aziridin-2-ylmethyl formate include double bonding?,1
iupac,"For the SMILES N-benzyl-2-[[(2R)-2-(3,4-dimethyl-N-methylsulfonylanilino)propanoyl]amino]benzamide, how many carbon atoms does it contain?",26,"Find the number of rings contained in N-benzyl-2-[[(2R)-2-(3,4-dimethyl-N-methylsulfonylanilino)propanoyl]amino]benzamide.",3,"Identify if N-benzyl-2-[[(2R)-2-(3,4-dimethyl-N-methylsulfonylanilino)propanoyl]amino]benzamide contains a halide.",0,"Are triple bonds present in N-benzyl-2-[[(2R)-2-(3,4-dimethyl-N-methylsulfonylanilino)propanoyl]amino]benzamide?",0
iupac,"Compute the total number of carbons in [4-(7-chloro-4-methoxy-1,3-benzothiazol-2-yl)piperazin-1-yl]-(2-methylphenyl)methanone.",20,"Find the number of rings contained in [4-(7-chloro-4-methoxy-1,3-benzothiazol-2-yl)piperazin-1-yl]-(2-methylphenyl)methanone.",4,"Check if the structure [4-(7-chloro-4-methoxy-1,3-benzothiazol-2-yl)piperazin-1-yl]-(2-methylphenyl)methanone contains a amide.",1,"Check if the structure [4-(7-chloro-4-methoxy-1,3-benzothiazol-2-yl)piperazin-1-yl]-(2-methylphenyl)methanone has a aromatic bond.",1
iupac,"Determine the total carbon count for 3-(1-methyl-3,6-dihydro-2H-pyridin-4-yl)-5-nitro-1H-indole.",14,"What is the total number of rings in 3-(1-methyl-3,6-dihydro-2H-pyridin-4-yl)-5-nitro-1H-indole?",3,"Check if the structure 3-(1-methyl-3,6-dihydro-2H-pyridin-4-yl)-5-nitro-1H-indole contains a halide.",0,"Is a triple bond found in the SMILES 3-(1-methyl-3,6-dihydro-2H-pyridin-4-yl)-5-nitro-1H-indole?",0
smiles,Identify the carbon atom count in the molecule N#CC#CC1CC(=N)O1.,6,"Given the SMILES N#CC#CC1CC(=N)O1, return its ring count.",1,Check if the structure N#CC#CC1CC(=N)O1 contains a alcohol.,0,Determine whether N#CC#CC1CC(=N)O1 includes at least one triple bond.,1
smiles,What is the total count of carbon atoms in CC(=O)C(=O)C1(C)CN1?,6,What is the total number of rings in CC(=O)C(=O)C1(C)CN1?,1,Identify if CC(=O)C(=O)C1(C)CN1 contains a amine.,1,Check if the structure CC(=O)C(=O)C1(C)CN1 has a aromatic bond.,0
iupac,Report the number of carbon atoms in 1-[4-(3-aminopropoxy)piperidin-1-yl]-2-benzylsulfanylpropan-1-one;hydrochloride.,18,Compute the ring count of 1-[4-(3-aminopropoxy)piperidin-1-yl]-2-benzylsulfanylpropan-1-one;hydrochloride.,2,"For the molecule 1-[4-(3-aminopropoxy)piperidin-1-yl]-2-benzylsulfanylpropan-1-one;hydrochloride, is a amide functional group present?",1,Check if the structure 1-[4-(3-aminopropoxy)piperidin-1-yl]-2-benzylsulfanylpropan-1-one;hydrochloride has a double bond.,1
