smiles,iupac
C[C@@H]1CCC[C@H](C)N1C(=O)COc1ccc(N2C[C@@H](C(=O)NCc3ccccc3)CC2=O)cc1,"(3S)-N-benzyl-1-[4-[2-[(2S,6R)-2,6-dimethylpiperidin-1-yl]-2-oxoethoxy]phenyl]-5-oxopyrrolidine-3-carboxamide"
CCOC(=O)c1[nH]c2ccc(Cl)cc2c1C(SC)c1cccc(C)c1,ethyl 5-chloro-3-[(3-methylphenyl)-methylsulfanylmethyl]-1H-indole-2-carboxylate
Cc1ccc(C)c(OCCC(=O)Nc2ccc3c(c2)OCO3)c1,"N-(1,3-benzodioxol-5-yl)-3-(2,5-dimethylphenoxy)propanamide"
CCCCCCC[C@@H]1OC(=O)C[C@@H]1C(=O)O,"(2S,3S)-2-heptyl-5-oxooxolane-3-carboxylic acid"
COc1cc(CCCCCc2ccccc2)ccc1CCN,2-[2-methoxy-4-(5-phenylpentyl)phenyl]ethanamine
CC(=O)C1CC=CC1=O,5-acetylcyclopent-2-en-1-one
Cc1ccc(NC2=NC(=O)C(CO)(CO)S2)cc1,"5,5-bis(hydroxymethyl)-2-(4-methylphenyl)imino-1,3-thiazolidin-4-one"
COCCNC(=O)C1(C(=O)Nc2cccc(Cl)c2Cl)CC1,"1-N'-(2,3-dichlorophenyl)-1-N-(2-methoxyethyl)cyclopropane-1,1-dicarboxamide"
NS(=O)(=O)c1ccc(NC(=O)Cc2cccs2)cc1,N-(4-sulfamoylphenyl)-2-thiophen-2-ylacetamide
CN1CCC(=C2c3ccccc3CC2(C)c2ccccc2)CC1,1-methyl-4-(2-methyl-2-phenyl-3H-inden-1-ylidene)piperidine
CCCS(=O)(=O)N1CCCCC1C(=O)N(CC)CC(=O)Nc1ccc(N2CCOCC2)cc1,N-ethyl-N-[2-(4-morpholin-4-ylanilino)-2-oxoethyl]-1-propylsulfonylpiperidine-2-carboxamide
Clc1ccc(OCc2nc3c(OCCCN4CCCCC4)cccc3n2CCCC2CCCNC2)cc1,2-[(4-chlorophenoxy)methyl]-4-(3-piperidin-1-ylpropoxy)-1-(3-piperidin-3-ylpropyl)benzimidazole
COCOCCn1cc(CN2CC[S+](=O)([O-])N(Cc3ccc(-c4ccc(F)nc4)cc3)C(C(C)C)C2=O)nn1,"2-[[4-(6-fluoro-3-pyridinyl)phenyl]methyl]-5-[[1-[2-(methoxymethoxy)ethyl]triazol-4-yl]methyl]-1,1-dioxo-3-propan-2-yl-1,2,5-thiadiazepan-4-one"
Cc1ccc2[nH]c(=O)c(CN(CCO)S(=O)(=O)c3ccccc3)cc2c1,N-(2-hydroxyethyl)-N-[(6-methyl-2-oxo-1H-quinolin-3-yl)methyl]benzenesulfonamide
Cc1ccc(C2CC3(N(C)C)CCNC2C(c2ccc(C)cc2)C3)cc1,"N,N-dimethyl-7,8-bis(4-methylphenyl)-2-azabicyclo[3.2.2]nonan-5-amine"
CON=C1CN(c2nc3c(cc2F)C(=O)C(C(=O)O)CN3C2CC2)CC12CNC2,"1-cyclopropyl-6-fluoro-7-(8-methoxyimino-2,6-diazaspiro[3.4]octan-6-yl)-4-oxo-2,3-dihydro-1,8-naphthyridine-3-carboxylic acid"
Cc1ccccc1N1CCN(C2CCCN(C(=O)Cc3c(C)noc3C)C2)CC1,"2-(3,5-dimethyl-1,2-oxazol-4-yl)-1-[3-[4-(2-methylphenyl)piperazin-1-yl]piperidin-1-yl]ethanone"
CC=C(C)C(=O)[O-].[NH4+],azanium 2-methylbut-2-enoate
O=C(CC[C@@H]1CCCN(C(=O)Nc2ccccc2F)C1)NCc1ccc(Cl)cc1,(3S)-3-[3-[(4-chlorophenyl)methylamino]-3-oxopropyl]-N-(2-fluorophenyl)piperidine-1-carboxamide
CCc1cocc1N,4-ethylfuran-3-amine
O=C(Cc1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1)NC1CCCC1,"N-cyclopentyl-2-[4-[3-(trifluoromethyl)-4,5,6,7-tetrahydroindazol-1-yl]phenyl]acetamide"
Cc1ccccc1Cn1cc([C@@H]2SCC(=O)N2C)nn1,"(2S)-3-methyl-2-[1-[(2-methylphenyl)methyl]triazol-4-yl]-1,3-thiazolidin-4-one"
O=C1OC(CO)CN1c1cc(F)c(C2=CCN(Cc3ccccc3)CC2)c(F)c1,"3-[4-(1-benzyl-3,6-dihydro-2H-pyridin-4-yl)-3,5-difluorophenyl]-5-(hydroxymethyl)-1,3-oxazolidin-2-one"
O=S(=O)(NC1CCCCCCC1)c1cccs1,N-cyclooctylthiophene-2-sulfonamide
CCOC(=O)CNc1ccc2c(c1)OCO2,"ethyl 2-(1,3-benzodioxol-5-ylamino)acetate"
Cc1ccccc1C1=Nc2ccc(Cl)cc2C=[N+]([O-])C1,"7-chloro-2-(2-methylphenyl)-4-oxido-3H-1,4-benzodiazepin-4-ium"
COc1cc([C@@H]2c3c(cc(OC)c(O)c3OC)C[C@H](CO)[C@@H]2CO[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)cc(OC)c1O,"(2R,3R,4S,5S)-2-[[(1R,2R,3S)-7-hydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-3-(hydroxymethyl)-6,8-dimethoxy-1,2,3,4-tetrahydronaphthalen-2-yl]methoxy]oxane-3,4,5-triol"
O=C(Nc1cncc(-c2ncc3[nH]nc(-c4nc5c(-c6ccccn6)cccc5[nH]4)c3c2F)c1)C1CCC1,"N-[5-[4-fluoro-3-(4-pyridin-2-yl-1H-benzimidazol-2-yl)-1H-pyrazolo[3,4-c]pyridin-5-yl]-3-pyridinyl]cyclobutanecarboxamide"
CC(=O)c1cccc(NC(=O)c2ccc(Cl)c(S(=O)(=O)N3CCOCC3)c2)c1,N-(3-acetylphenyl)-4-chloro-3-morpholin-4-ylsulfonylbenzamide
COc1ccc(-c2csc(NC(=O)c3ccc(C(C)(C)C)cc3)c2C(=O)O)cc1,2-[(4-tert-butylbenzoyl)amino]-4-(4-methoxyphenyl)thiophene-3-carboxylic acid
Cc1ccc(S(=O)(=O)N(C)CC(=O)NCc2cccnc2)cc1,2-[methyl-(4-methylphenyl)sulfonylamino]-N-(pyridin-3-ylmethyl)acetamide
CCCC1CCCC23CCN(CC4CC4)C(Cc4ccc(OC)cc42)C13,"17-(cyclopropylmethyl)-4-methoxy-11-propyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene"
NC(CSCC(=O)N1CC([N+](=O)[O-])([N+](=O)[O-])C1)C(=O)O,"2-amino-3-[2-(3,3-dinitroazetidin-1-yl)-2-oxoethyl]sulfanylpropanoic acid"
COc1ccc2oc3nc4ccccc4c-3c(NCCCO)c2c1,"3-[(2-methoxy-6H-chromeno[2,3-b]indol-11-ylidene)amino]propan-1-ol"
O=C(CNC1C=CC(c2ccccc2)C(O)C1CO)NCc1ccccc1,N-benzyl-2-[[5-hydroxy-6-(hydroxymethyl)-4-phenylcyclohex-2-en-1-yl]amino]acetamide
Cc1ccc(NC(=O)N2CCCC[C@@H]3CCCC[C@@H]32)cc1,"(5aS,9aS)-N-(4-methylphenyl)-2,3,4,5,5a,6,7,8,9,9a-decahydrobenzo[b]azepine-1-carboxamide"
C[C@H](CNC(=O)N1CCO[C@@H]([C@H]2CCCO2)C1)c1ccsc1,(2R)-2-[(2R)-oxolan-2-yl]-N-[(2S)-2-thiophen-3-ylpropyl]morpholine-4-carboxamide
C[C@@H](C(=O)Nc1cnc2n1CCCC2)N(C)C1CCCCC1,"(2S)-2-[cyclohexyl(methyl)amino]-N-(5,6,7,8-tetrahydroimidazo[1,2-a]pyridin-3-yl)propanamide"
CC1=Cc2c(cccc2-c2ccc3ccccc3c2)C1,2-(2-methyl-1H-inden-4-yl)naphthalene
COc1ccc(N(CC(=O)Nc2ccc(Br)cc2)S(=O)(=O)c2ccccc2)cc1OC,"2-[N-(benzenesulfonyl)-3,4-dimethoxyanilino]-N-(4-bromophenyl)acetamide"
O=C(CC(C(=O)O)N1CCOCC1)Nc1ccc(Cl)cc1,4-(4-chloroanilino)-2-morpholin-4-yl-4-oxobutanoic acid
O=C(Nc1nc(C2COc3ccccc3O2)cs1)c1cccc(Br)c1,"3-bromo-N-[4-(2,3-dihydro-1,4-benzodioxin-3-yl)-1,3-thiazol-2-yl]benzamide"
COc1ccc(-c2nc(C)c(CCNS(=O)(=O)c3cc(F)ccc3F)s2)cc1,"2,5-difluoro-N-[2-[2-(4-methoxyphenyl)-4-methyl-1,3-thiazol-5-yl]ethyl]benzenesulfonamide"
CC(C)(C)S(=O)[O-].CC(C)(C)S(=O)[O-].CC(C)(C)S(=O)[O-].CC(C)(C)S(=O)[O-].CC(C)(C)S(=O)[O-].CC(C)(C)S(=O)[O-].CCCCCCCCCc1ccc(S(N)(=O)=O)cc1.CCCCCCCc1ccc(Cc2ccncc2)cc1.CCCCCCCc1ccc2c(c1)CCC2.CCCCCCCc1ccc2ncsc2c1.CCCCCCCc1ccc2ocnc2c1.CCCCCCCc1cccc(C(=O)NC(C)C)c1,"6-heptyl-1,3-benzothiazole;5-heptyl-1,3-benzoxazole;5-heptyl-2,3-dihydro-1H-indene;4-[(4-heptylphenyl)methyl]pyridine;3-heptyl-N-propan-2-ylbenzamide;hexakis(2-methylpropane-2-sulfinate);4-nonylbenzenesulfonamide"
CC(C)C[C@@H](NC(=O)c1ccccc1Cl)c1nnc(SCc2ccc(Cl)cc2)n1C,"2-chloro-N-[(1R)-1-[5-[(4-chlorophenyl)methylsulfanyl]-4-methyl-1,2,4-triazol-3-yl]-3-methylbutyl]benzamide"
Cc1cccn2cc(CCNC(=O)c3cccs3)nc12,"N-[2-(8-methylimidazo[1,2-a]pyridin-2-yl)ethyl]thiophene-2-carboxamide"
O=C(O)[C@@H]1CCCCN1Cc1ccc(OCc2cccc(-c3cccc(F)c3)c2Br)c(Br)c1,(2S)-1-[[3-bromo-4-[[2-bromo-3-(3-fluorophenyl)phenyl]methoxy]phenyl]methyl]piperidine-2-carboxylic acid
CC(C)(C)COC1CC1,"2,2-dimethylpropoxycyclopropane"
C=C(C)C(=O)OCCC[Si](OC(C)C)(OC(C)C)C(C)C.C=CC.C=C[Si](OC(C)C)(OC(C)C)C(C)C.CC(C)CC(C(C)C)[Si](OC(C)C)(OC(C)C)C(C)C.CC(C)CC(C)(C(=O)OCCC[Si](OC(C)C)(OC(C)C)C(C)C)C(C)C.CC(C)CC(C)C(C)C.CC(C)O[Si](CCc1ccccc1)(OC(C)C)C(C)C.CC(C)O[Si](CCc1ccccc1)(OC(C)C)C(C)C.CC(C)O[Si](CCc1ccccc1)(OC(C)C)C(C)C.CCC,"2,5-dimethylhexan-3-yl-propan-2-yl-di(propan-2-yloxy)silane;ethenyl-propan-2-yl-di(propan-2-yloxy)silane;tris(2-phenylethyl-propan-2-yl-di(propan-2-yloxy)silane);propane;3-[propan-2-yl-di(propan-2-yloxy)silyl]propyl 2,4-dimethyl-2-propan-2-ylpentanoate;3-[propan-2-yl-di(propan-2-yloxy)silyl]propyl 2-methylprop-2-enoate;prop-1-ene;2,3,5-trimethylhexane"
CCC1CN(C(=O)Nc2cccc(C)c2)c2cc(C)ccc2O1,"2-ethyl-6-methyl-N-(3-methylphenyl)-2,3-dihydro-1,4-benzoxazine-4-carboxamide"
Cc1cc(C(=O)NCC2(O)CCCN(C(=O)c3cccs3)CC2)c(C)o1,"N-[[4-hydroxy-1-(thiophene-2-carbonyl)azepan-4-yl]methyl]-2,5-dimethylfuran-3-carboxamide"
CCc1ccc(C2CNCCN2CCC(=O)N2CCCC2C)cc1.Cl,3-[2-(4-ethylphenyl)piperazin-1-yl]-1-(2-methylpyrrolidin-1-yl)propan-1-one;hydrochloride
NC1CCN(Cc2ccc(-c3cccc(-c4nc5cc(F)ccc5[nH]4)c3)cc2)C1,1-[[4-[3-(6-fluoro-1H-benzimidazol-2-yl)phenyl]phenyl]methyl]pyrrolidin-3-amine
Cc1nn(C)c2nc(-c3ccccc3)cc(C(=O)Nc3ccccc3)c12,"1,3-dimethyl-N,6-diphenylpyrazolo[5,4-b]pyridine-4-carboxamide"
Cc1cc(O)cc(O)n1,4-hydroxy-6-methyl-1H-pyridin-2-one
CCCNc1cncc(Br)c1,5-bromo-N-propylpyridin-3-amine
CC1(C)c2ccccc2-c2cc3c4cc5c(cc4n(-c4ccc(N6c7ccc(-c8ccccc8)cc7C(C)(C)c7cc(-c8ccccc8)ccc76)cc4)c3cc21)C(C)(C)c1ccccc1-5,"15-[4-(9,9-dimethyl-2,7-diphenylacridin-10-yl)phenyl]-11,11,19,19-tetramethyl-15-azaheptacyclo[14.11.0.02,14.04,12.05,10.018,26.020,25]heptacosa-1(27),2,4(12),5,7,9,13,16,18(26),20,22,24-dodecaene"
COc1ccc(COC(C(C)C)C(C)(C)C=O)cc1,"3-[(4-methoxyphenyl)methoxy]-2,2,4-trimethylpentanal"
CS(=O)(=O)N(C(=O)c1ccccc1Br)c1cccc2ccccc12,2-bromo-N-methylsulfonyl-N-naphthalen-1-ylbenzamide
CN(C)CC(C)(C)CNCCC(=O)O,"3-[[3-(dimethylamino)-2,2-dimethylpropyl]amino]propanoic acid"
Cc1ccc(C(=O)N2CCN(c3ccc(Cl)cc3[N+](=O)[O-])C[C@H]2C)cc1,[(2R)-4-(4-chloro-2-nitrophenyl)-2-methylpiperazin-1-yl]-(4-methylphenyl)methanone
Fc1ccc(-c2ccc(Cl)cc2F)cc1,4-chloro-2-fluoro-1-(4-fluorophenyl)benzene
CCc1nnc(NS(=O)(=O)c2ccc(-n3c(S)nnc3-c3ccc(Cn4cc(Br)cn4)cc3)cc2)s1,"4-[3-[4-[(4-bromopyrazol-1-yl)methyl]phenyl]-5-sulfanylidene-1H-1,2,4-triazol-4-yl]-N-(5-ethyl-1,3,4-thiadiazol-2-yl)benzenesulfonamide"
CC(=O)NCC[C@@H]1[C@@H](c2c(C)n(Cc3ccccc3)c3ccccc23)C1(C)C,"N-[2-[(1R,3R)-3-(1-benzyl-2-methylindol-3-yl)-2,2-dimethylcyclopropyl]ethyl]acetamide"
Cc1cccc(C[S@](=O)[C@H](C)C(=O)N(C)Cc2ccccc2)c1,(2R)-N-benzyl-N-methyl-2-[(S)-(3-methylphenyl)methylsulfinyl]propanamide
CCNCC1CCN(C(=O)CCN2c3ccccc3Sc3ccccc32)CC1,1-[4-(ethylaminomethyl)piperidin-1-yl]-3-phenothiazin-10-ylpropan-1-one
CC(C)(C)C(=O)Nc1sc2c(c1-c1nc3ccccc3[nH]1)CCCC2,"N-[3-(1H-benzimidazol-2-yl)-4,5,6,7-tetrahydro-1-benzothiophen-2-yl]-2,2-dimethylpropanamide"
COc1cc([C@H]2CC(=O)Nc3c2cnn3-c2nc3ccccc3s2)ccc1OC(C)C,"(4R)-1-(1,3-benzothiazol-2-yl)-4-(3-methoxy-4-propan-2-yloxyphenyl)-5,7-dihydro-4H-pyrazolo[5,4-b]pyridin-6-one"
COc1ccc(OC)c(NC(=O)c2cc(-c3ccc(F)cc3OC(C)C)n[nH]2)c1,"N-(2,5-dimethoxyphenyl)-3-(4-fluoro-2-propan-2-yloxyphenyl)-1H-pyrazole-5-carboxamide"
Cn1c(-c2ccc(Cl)cc2)cnc1SCc1cccc([N+](=O)[O-])c1,5-(4-chlorophenyl)-1-methyl-2-[(3-nitrophenyl)methylsulfanyl]imidazole
CSc1ccc([C@@H]2C(C(=O)N3CCOCC3)=C(C)NC3=C2C(=O)CCC3)cc1,"(4S)-2-methyl-4-(4-methylsulfanylphenyl)-3-(morpholine-4-carbonyl)-4,6,7,8-tetrahydro-1H-quinolin-5-one"
Cc1ccc([C@@H](c2ccccc2)N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)cc1,[4-[(R)-(4-methylphenyl)-phenylmethyl]piperazin-1-yl]-[2-(trifluoromethyl)phenyl]methanone
CCc1ccc(C(N)CS(=O)(=O)C2CCOC2C)cc1,1-(4-ethylphenyl)-2-(2-methyloxolan-3-yl)sulfonylethanamine
Cc1cc(N(CC(=O)Nc2ccc(S(=O)(=O)Nc3ccccc3Cl)cc2)S(C)(=O)=O)ccc1Br,2-(4-bromo-3-methyl-N-methylsulfonylanilino)-N-[4-[(2-chlorophenyl)sulfamoyl]phenyl]acetamide
CC(C)NC(=O)c1cn(Cc2ccc(F)cc2)c2cnc(C(=O)N(C)O)cc12,"1-[(4-fluorophenyl)methyl]-5-N-hydroxy-5-N-methyl-3-N-propan-2-ylpyrrolo[2,3-c]pyridine-3,5-dicarboxamide"
CCCc1cc(CN(C)C(=O)CCCc2nc(-c3ccco3)no2)n[nH]1,"4-[3-(furan-2-yl)-1,2,4-oxadiazol-5-yl]-N-methyl-N-[(3-propyl-1H-pyrazol-5-yl)methyl]butanamide"
CN(C)CCCNc1nnc(-c2ccc(NC(=O)c3ccccc3F)cc2)o1,"N-[4-[5-[3-(dimethylamino)propylamino]-1,3,4-oxadiazol-2-yl]phenyl]-2-fluorobenzamide"
CC(=O)c1cnc(N)c(Cl)c1Cc1ccc(Br)cc1Cl,1-[6-amino-4-[(4-bromo-2-chlorophenyl)methyl]-5-chloro-3-pyridinyl]ethanone
CCOc1cc(C=C2NC(=O)N(CC(=O)Nc3cccc(C)c3)C2=O)ccc1O,"2-[4-[(3-ethoxy-4-hydroxyphenyl)methylidene]-2,5-dioxoimidazolidin-1-yl]-N-(3-methylphenyl)acetamide"
Cc1cccc(-c2ocnc2C(=O)NC2CCCCCCC2)c1,"N-cyclooctyl-5-(3-methylphenyl)-1,3-oxazole-4-carboxamide"
CC1COC=N1,"4-methyl-4,5-dihydro-1,3-oxazole"
CCS(=O)(=O)C[C@@H](C)N(C)C(=O)c1cccs1,N-[(2R)-1-ethylsulfonylpropan-2-yl]-N-methylthiophene-2-carboxamide
Cc1ccc([N+](=O)[O-])cc1NC(=O)CCNC1=NS(=O)(=O)c2ccccc21,"3-[(1,1-dioxo-1,2-benzothiazol-3-ylidene)amino]-N-(2-methyl-5-nitrophenyl)propanamide"
CC1=CC(C)(C)N=C(S)N1c1ccc2ccccc2c1,"4,6,6-trimethyl-3-naphthalen-2-yl-1H-pyrimidine-2-thione"
O=c1[nH]cnc2c1ncn2CCN(CCP(=O)(O)O)CC(O)CO,"2-[2,3-dihydroxypropyl-[2-(6-oxo-1H-purin-9-yl)ethyl]amino]ethylphosphonic acid"
O=C(c1ccc(-c2cc(Cl)c(O)cc2F)cc1)N1CCCCC1,[4-(5-chloro-2-fluoro-4-hydroxyphenyl)phenyl]-piperidin-1-ylmethanone
C[C@@H](Oc1ccccc1C(F)(F)F)C(=O)N1CC[C@H](C(=O)O)C1,(3S)-1-[(2R)-2-[2-(trifluoromethyl)phenoxy]propanoyl]pyrrolidine-3-carboxylic acid
CC(=O)N1CCC(Cc2cnc(Nc3ncccn3)cn2)CC1,1-[4-[[5-(pyrimidin-2-ylamino)pyrazin-2-yl]methyl]piperidin-1-yl]ethanone
O=C(CS[C@H]1CCS(=O)(=O)C1)N(C1CCCC1)C1CCCC1,"N,N-dicyclopentyl-2-[(3S)-1,1-dioxothiolan-3-yl]sulfanylacetamide"
O=C(O)CCC(=O)Nc1cccc(-c2nc3ccccc3o2)c1,"4-[3-(1,3-benzoxazol-2-yl)anilino]-4-oxobutanoic acid"
Nc1cc[nH]c(=O)n1,6-amino-1H-pyrimidin-2-one
C[C@@H](NC(=O)C1CCN(S(C)(=O)=O)CC1)c1cc(O)n2nc(C(C)(C)C)cc2n1,"N-[(1R)-1-(2-tert-butyl-7-oxo-1H-pyrazolo[1,5-a]pyrimidin-5-yl)ethyl]-1-methylsulfonylpiperidine-4-carboxamide"
Cc1ccc(C(=O)N[C@@H](c2ccc(F)cc2)c2cccs2)cc1[N+](=O)[O-],N-[(S)-(4-fluorophenyl)-thiophen-2-ylmethyl]-4-methyl-3-nitrobenzamide
Cc1cc(C)c2c(n1)nn1c(N3CCN(Cc4ccc(Cl)cc4)CC3)cc(C)nc21,"6-[4-[(4-chlorophenyl)methyl]piperazin-1-yl]-4,11,13-trimethyl-3,7,8,10-tetrazatricyclo[7.4.0.02,7]trideca-1,3,5,8,10,12-hexaene"
CC(C)OC(=O)CSc1nc(C(C)C)nc2ccccc12,propan-2-yl 2-(2-propan-2-ylquinazolin-4-yl)sulfanylacetate
CC(=O)Nc1ccc(Nc2c(C)c(C)nc3ncnn23)cc1,"N-[4-[(5,6-dimethyl-[1,2,4]triazolo[1,5-a]pyrimidin-7-yl)amino]phenyl]acetamide"
O=C(O)CC(F)(F)CC1CCCCC1,"4-cyclohexyl-3,3-difluorobutanoic acid"
Cc1nccc(C(=O)N(Cc2cc(F)ccc2F)C2CCCC2)n1,"N-cyclopentyl-N-[(2,5-difluorophenyl)methyl]-2-methylpyrimidine-4-carboxamide"
CN(C)CCC(CNC(=O)c1cncc(-c2noc(C(=O)C(F)(F)F)n2)c1)c1coc(-c2ccccc2)n1,"N-[4-(dimethylamino)-2-(2-phenyl-1,3-oxazol-4-yl)butyl]-5-[5-(2,2,2-trifluoroacetyl)-1,2,4-oxadiazol-3-yl]pyridine-3-carboxamide"
CC12C(=O)N(Cc3ccc(-c4ccccc4)cc3)CC(=O)N1C(C=Cc1ccccc1)C1C(=O)N(c3ccccc3)C(=O)C12,"1-methyl-4-phenyl-7-(2-phenylethenyl)-11-[(4-phenylphenyl)methyl]-4,8,11-triazatricyclo[6.4.0.02,6]dodecane-3,5,9,12-tetrone"
COc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)CCc2ccnn2C)C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCc2ccccc2)cc1.[H][H].[H][H].[H][H].[H][H],(3S)-N-benzyl-3-[[(2S)-3-(4-methoxyphenyl)-2-[[(2S)-2-[3-(2-methylpyrazol-3-yl)propanoylamino]propanoyl]amino]propanoyl]amino]-2-oxo-4-phenylbutanamide;molecular hydrogen
Cc1cc(-c2n[nH]c(N)n2)ccn1,"5-(2-methyl-4-pyridinyl)-1H-1,2,4-triazol-3-amine"
Cc1cc(O)c2cc(C)nn2c1,"2,6-dimethylpyrazolo[1,5-a]pyridin-4-ol"
CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)nc3sc4ccccc4n23)cc1,"1-(4-methylsulfonylphenyl)-2-phenylimidazo[2,1-b][1,3]benzothiazole"
CN1C(C(=O)O)=C(O)c2c(ccc(Cc3ccc(F)cc3)c2N)S1(=O)=O,"5-amino-6-[(4-fluorophenyl)methyl]-4-hydroxy-2-methyl-1,1-dioxo-1lambda6,2-benzothiazine-3-carboxylic acid"
COC(=O)c1cc2occc2n1Cc1nc(-c2cccc(Br)c2)oc1C,"methyl 4-[[2-(3-bromophenyl)-5-methyl-1,3-oxazol-4-yl]methyl]furo[3,2-b]pyrrole-5-carboxylate"
CC(C)n1c(NCc2ccc(N(C)C)cc2)nc2ccccc21,N-[[4-(dimethylamino)phenyl]methyl]-1-propan-2-ylbenzimidazol-2-amine
CCN(Cc1ccccc1)C(=S)NC(=O)c1ccccc1Br,N-[benzyl(ethyl)carbamothioyl]-2-bromobenzamide
COc1ccc(C(=O)N2CCNC(=O)[C@@H]2CCO)c(OC)c1OC,"(3S)-3-(2-hydroxyethyl)-4-(2,3,4-trimethoxybenzoyl)piperazin-2-one"
Cc1cc(=O)c(C(=O)N2CCC[C@@]3(CCC(=O)N(C4CCCC4)C3)C2)c[nH]1,"(6R)-2-cyclopentyl-8-(6-methyl-4-oxo-1H-pyridine-3-carbonyl)-2,8-diazaspiro[5.5]undecan-3-one"
CC(=NNC(=O)CSc1nc2ccccc2c(=O)n1-c1ccccc1C)c1cccs1,2-[3-(2-methylphenyl)-4-oxoquinazolin-2-yl]sulfanyl-N-(1-thiophen-2-ylethylideneamino)acetamide
CC1(C)C2C=CC1CC2,"7,7-dimethylbicyclo[2.2.1]hept-2-ene"
COc1ccc(-n2c(Cc3ccccc3)n[nH]c2=O)cc1OC,"3-benzyl-4-(3,4-dimethoxyphenyl)-1H-1,2,4-triazol-5-one"
Cc1ccc(OCC(O)CN2CCC(C)CC2)c(C(C)(C)C)c1,1-(2-tert-butyl-4-methylphenoxy)-3-(4-methylpiperidin-1-yl)propan-2-ol
Cc1nc2n(n1)CCN(C(=O)N[C@@H](C)c1nc(C(C)(C)C)cs1)C2,"N-[(1S)-1-(4-tert-butyl-1,3-thiazol-2-yl)ethyl]-2-methyl-6,8-dihydro-5H-[1,2,4]triazolo[1,5-a]pyrazine-7-carboxamide"
CC(C)(C)c1ccccc1OCC(=O)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,2-(2-tert-butylphenoxy)-N-[4-(pyrimidin-2-ylsulfamoyl)phenyl]acetamide
O=Cc1ccc(-c2ccc(Cl)cc2C(=O)O)o1,5-chloro-2-(5-formylfuran-2-yl)benzoic acid
CN1CCC[C@@H](N2CCN(CCC(=O)Nc3ccccc3)CC2)C1,3-[4-[(3R)-1-methylpiperidin-3-yl]piperazin-1-yl]-N-phenylpropanamide
CN(C(=O)[C@H]1COCC(=O)N1Cc1ccccc1)C1CCNC1.Cl,(3R)-4-benzyl-N-methyl-5-oxo-N-pyrrolidin-3-ylmorpholine-3-carboxamide;hydrochloride
O=C(C=Cc1ccc(C=C(C(=O)NC2CC2)c2ccc3c(c2)OCO3)cc1)NO,"2-(1,3-benzodioxol-5-yl)-N-cyclopropyl-3-[4-[3-(hydroxyamino)-3-oxoprop-1-enyl]phenyl]prop-2-enamide"
CC(=O)c1cccc(NC(=O)COC(=O)[C@H]2CC(=O)N(NC(=O)C(c3ccccc3)c3ccccc3)C2)c1,"[2-(3-acetylanilino)-2-oxoethyl] (3S)-1-[(2,2-diphenylacetyl)amino]-5-oxopyrrolidine-3-carboxylate"
NC(=O)Nc1cccc(NC(=O)C2CC(=O)N(Cc3ccco3)C2)c1,N-[3-(carbamoylamino)phenyl]-1-(furan-2-ylmethyl)-5-oxopyrrolidine-3-carboxamide
O=[N+]([O-])c1ccc(NN=Cc2ccncn2)nc1,5-nitro-N-(pyrimidin-4-ylmethylideneamino)pyridin-2-amine
O=C(Cn1cnc2c(cnn2-c2ccccc2Cl)c1=O)N1CCCC1,"1-(2-chlorophenyl)-5-(2-oxo-2-pyrrolidin-1-ylethyl)pyrazolo[5,4-d]pyrimidin-4-one"
COc1cc(Br)ccc1-c1nc2cc[nH]cc-2n1,"2-(4-bromo-2-methoxyphenyl)-3H-imidazo[4,5-c]pyridine"
CN(C)C(=O)CN1CC[C@@]2(CN(CC3CC3)C[C@@H]2c2ccccc2)C1=O,"2-[(5R,9R)-7-(cyclopropylmethyl)-1-oxo-9-phenyl-2,7-diazaspiro[4.4]nonan-2-yl]-N,N-dimethylacetamide"
CCOC(=O)Cn1nnnc1[C@H](C(C)C)N(Cc1cccnc1)Cc1cc2cccc(C)c2[nH]c1=O,ethyl 2-[5-[(1S)-2-methyl-1-[(8-methyl-2-oxo-1H-quinolin-3-yl)methyl-(pyridin-3-ylmethyl)amino]propyl]tetrazol-1-yl]acetate
CCOCCCC(C)C,1-ethoxy-4-methylpentane
O=C(CNC(=O)c1cc(-c2ccco2)n(-c2cccc(Cl)c2)n1)Nc1ccc(F)c(F)c1F,"1-(3-chlorophenyl)-5-(furan-2-yl)-N-[2-oxo-2-(2,3,4-trifluoroanilino)ethyl]pyrazole-3-carboxamide"
COc1ccc2c(c1OC)C(=O)N1C(C(=O)NC3CCCCC3)CSC21,"N-cyclohexyl-6,7-dimethoxy-5-oxo-3,9b-dihydro-2H-[1,3]thiazolo[2,3-a]isoindole-3-carboxamide"
COc1cc2nc3c(c(O)c2cc1OC)CCC(CNC(=O)c1ccco1)C3,"N-[(6,7-dimethoxy-9-oxo-2,3,4,10-tetrahydro-1H-acridin-3-yl)methyl]furan-2-carboxamide"
