,question,answer,task
197,Report the number of rings in the molecule N-[(3-ethylimidazol-4-yl)methyl]-5-(2-fluorophenyl)-1H-pyrazole-4-carboxamide.,3,ring_count
198,How many ring systems does N-(dicyclopropylmethyl)-3-methoxypyrazin-2-amine contain?,3,ring_count
199,"What is the total number of rings in (7R)-4-amino-7-(4-fluorophenyl)-2-methyl-7,8-dihydro-6H-quinazolin-5-one?",3,ring_count
200,"Determine whether 5-ethyl-12-(2H-tetrazol-5-yl)-6-thia-1,8-diazatricyclo[7.4.0.03,7]trideca-3(7),4,8,10,12-pentaen-2-one includes a ester functional group.",0,functional_group
201,"Determine whether 1,1,3,3,4,4,6,7,8,9-decamethylbenzo[g]isochromene-5,10-dione;5,6,7,8,15,16,17,18,20,21-decamethyl-12-oxapentacyclo[11.8.0.02,11.04,9.014,19]henicosa-1(13),2(11),4,6,8,14,16,18,20-nonaene-3,10-dione;1,3,5,6,7,8-hexamethylbenzo[f]benzimidazole-2,4,9-trione;2,3,5,6,7,8-hexamethylbenzo[f][1]benzofuran-4,9-dione;3,4,6,7,8,9-hexamethylbenzo[g]chromene-2,5,10-trione;2,3,6,7,9,9-hexamethylxanthene-1,4,5,8-tetrone;1,3,3,4,6,7,8,9-octamethyl-4a,10a-dihydrobenzo[g]quinoxaline-2,5,10-trione;5,6,7,8,16,17,18,19-octamethyl-10,14-dioxapentacyclo[11.7.0.03,11.04,9.015,20]icosa-1(13),3(11),4,6,8,15,17,19-octaene-2,12-dione includes a ketone functional group.",1,functional_group
202,Does O=C(NCCN1C(=O)S/C(=C/c2cccs2)C1=O)[C@@H]1CCCO1 have at least one amine group?,1,functional_group
203,"Assess whether 4-oxo-3,5-dihydropyrrolo[3,2-d]pyrimidine-7-carbaldehyde exhibits a phenol group.",0,functional_group
204,Does the molecule 5-ethylcyclohex-3-en-1-ol contain a alcohol functional group?,1,functional_group
205,Does the molecule N=c1occ(O)nc1N contain a ketone functional group?,0,functional_group
206,Is a amine group present in CC1CC1C1NC1C=O?,1,functional_group
207,Does the molecule (3S)-N-[(2S)-1-(furan-2-yl)propan-2-yl]-1-(6-pyrrolidin-1-ylsulfonylquinolin-2-yl)piperidine-3-carboxamide contain a phenol functional group?,0,functional_group
208,"Does N,N-dimethylfuran-2-amine have at least one amine group?",1,functional_group
209,Is a ester group present in NC(=O)C1CN=C(N)O1?,0,functional_group
210,Assess whether (3S)-4-(4-chlorobenzoyl)-3-methyl-1-(4-propan-2-ylphenyl)piperazin-2-one exhibits a amine group.,1,functional_group
211,Does the molecule COc1c(C2CCCN2CCOc2cccc(C#N)c2)c(C)nn1C contain a amide functional group?,0,functional_group
212,Does the SMILES ethyl N-methanimidoylcarbamate encode a amine functional group?,1,functional_group
213,Does the molecule N#CC1CC(=O)CN1 contain a ester functional group?,0,functional_group
214,Determine whether O=C1CN2CC2C(=O)N1 includes a amine functional group.,1,functional_group
215,Check if the structure 1-ethyl-3-naphthalen-1-yl-1-phenylurea contains a halide.,0,functional_group
216,"Is the amide functional group found in N-[[2-(2-phenylethyl)-1,3-thiazol-4-yl]methyl]pyrazine-2-carboxamide?",1,functional_group
217,Check if the structure 3-amino-N-[1-[4-[2-[1-(2-aminoanilino)ethyl]phenyl]piperazin-1-yl]-3-(4-chlorophenyl)-1-oxopropan-2-yl]propanamide contains a ester.,0,functional_group
218,"Is a ketone group present in 2-(3,4-dimethoxyphenyl)-N-(1H-imidazol-5-yl)-1H-benzimidazole-4-carboxamide?",1,functional_group
219,"Check if the structure 2-bromo-N-methyl-N-(5,6,7,8-tetrahydroquinolin-8-yl)furan-3-carboxamide contains a phenol.",0,functional_group
220,"For the molecule 4-(3-acetylphenyl)-N-(6-methoxy-3-pyridinyl)-2,3-dihydrofuro[2,3-b]pyridine-2-carboxamide, is a amine functional group present?",1,functional_group
221,"For the molecule O=C1C(O)CC2CN12, is a phenol functional group present?",0,functional_group
222,"Does the SMILES 8-[[1,3-benzodioxol-5-ylmethyl-[(1S)-1-(1-tert-butyltetrazol-5-yl)propyl]amino]methyl]-3,6-dihydro-2H-[1,4]dioxino[2,3-g]quinolin-7-one encode a amine functional group?",1,functional_group
223,Does the molecule 1-[(1-methylbenzimidazol-2-yl)methyl]-3-(4-nitrophenyl)urea contain a nitro functional group?,0,functional_group
224,Determine whether CC.CC(=O)N/N=C(/c1cccc([N+](=O)[O-])c1)C(C)C includes a amide functional group.,1,functional_group
225,"For the molecule 1-(3-chloro-6-methoxyquinolin-4-yl)-2-[4-(2,3-dihydro-[1,4]dioxino[2,3-c]pyridin-7-ylmethylamino)piperidin-1-yl]ethanol, is a ketone functional group present?",0,functional_group
226,Does the molecule COc1cc(C(=O)Nc2cccc(C#Cc3ccccc3)c2)c([N+](=O)[O-])cc1OC contain a amine functional group?,1,functional_group
227,Assess whether N#CC(=C(N)Sc1ccccc1N)c1cccc(C(O)c2ccccc2)c1 exhibits a phenol group.,0,functional_group
228,Identify if CCOC(=O)C1=C(C)N=c2s/c(=C/c3cnn(CC)c3)c(=O)n2[C@@H]1c1ccc(C(C)C)cc1 contains a ketone.,1,functional_group
229,"Does N-[1-[5-[(2-chloro-6-fluorophenyl)methylsulfanyl]-4-(2-methylpropyl)-1,2,4-triazol-3-yl]ethyl]benzamide have at least one nitro group?",0,functional_group
230,"Is a amine group present in 2-[1,4-dimethyl-3-(2,3,4-trimethylphenyl)pyrazol-5-yl]ethanamine?",1,functional_group
231,"Is the carboxylic_acid functional group found in N-[2-(butylcarbamoyl)phenyl]-1-[(2,6-dichlorophenyl)methylsulfonyl]piperidine-4-carboxamide?",0,functional_group
232,"Does the SMILES [2-[2-(2,4-dioxo-1,3-thiazolidin-3-yl)ethylamino]-2-oxoethyl] 2-[(3,4-diethoxybenzoyl)amino]acetate encode a ester functional group?",1,functional_group
233,Does the SMILES (4-hydroxy-1-sulfanylbutyl)phosphonic acid encode a nitro functional group?,0,functional_group
234,"For the molecule 4,7-dihydro-2H-triazolo[4,5-d]pyrimidine, is a amine functional group present?",1,functional_group
235,Identify if N#CC(=Cc1cccc2ccccc12)c1nn(-c2ccccc2)c(N)c1C#N contains a ketone.,0,functional_group
236,"Does the molecule 5-amino-3-[2-(1H-indol-3-yl)ethyl]-8-methoxy-1,10b-dihydrochromeno[3,4-c]pyridine-2,4-dione contain a ketone functional group?",1,functional_group
237,Does N=COC12CC(=O)C1C2 have at least one amide group?,0,functional_group
238,Does CC12C(O)CC1C1CC12 have at least one alcohol group?,1,functional_group
239,"Assess whether 14-butyl-11-oxa-7,14-diazadispiro[5.1.58.26]pentadecan-15-one exhibits a carboxylic_acid group.",0,functional_group
240,"For the molecule N-[[3-[4-[(2,4-dioxo-1,3-thiazolidin-5-yl)methyl]phenyl]phenyl]methyl]-N-methyl-4-(4-nonoxyphenyl)benzamide, is a amine functional group present?",1,functional_group
241,Assess whether CCCCCCCC/C=C\CCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCC)COC(OCC[N+](C)(C)C)C(=O)O exhibits a halide group.,0,functional_group
242,"Identify if [(3S)-3-(5-methyl-1H-imidazol-2-yl)morpholin-4-yl]-(1,3-oxazol-5-yl)methanone contains a amide.",1,functional_group
243,Determine whether 1-(1-benzofuran-3-yl)-N-ethylbutan-1-amine includes a amide functional group.,0,functional_group
244,Is a amine group present in CN1C(=O)OC2(CCN(CCC(C(=O)N(C)C(Cc3ccccc3)C(=O)NCCN)c3ccc(Cl)c(Cl)c3)CC2)c2cc(F)ccc21?,1,functional_group
245,"Check if the structure 1-(2,3-difluorophenyl)-1-[2-(trifluoromethyl)-1,3-thiazol-5-yl]ethanol contains a nitro.",0,functional_group
246,"Does the SMILES 3,4-dihydro-1H-isoquinolin-2-yl-[1-(methylaminomethyl)cyclopropyl]methanone encode a ketone functional group?",1,functional_group
247,"Assess whether 1-(2,2-dimethylcyclopropyl)propan-2-ol exhibits a ester group.",0,functional_group
248,"Does the SMILES ethyl (2S)-3,3,3-trifluoro-2-[(5-methyl-2-pyridinyl)amino]-2-[(2-phenoxyacetyl)amino]propanoate encode a amide functional group?",1,functional_group
249,Identify if 2-methyl-5-nitro-3H-pyrazole-1-carboxamide contains a phenol.,0,functional_group
250,Determine whether CC(=O)C1=C(C)NCC1 includes a ketone functional group.,1,functional_group
251,Determine whether OCC12NC1CC2O includes a phenol functional group.,0,functional_group
252,"Does 4-(dimethylsulfamoyl)-N-[[5-(2-methyl-2,3-dihydro-1-benzofuran-5-yl)-1,2-oxazol-3-yl]methyl]benzamide have at least one amine group?",1,functional_group
253,Does Cc1nc2ncccc2c(=O)n1CCNC(=O)/C=C/c1ccccc1 have at least one carboxylic_acid group?,0,functional_group
254,Check if the structure C#C.CC(C)(C)CN(CC(O)O)C(=O)OC(C)(C)C.Clc1ccccc1 contains a amine.,1,functional_group
255,"Check if the structure N-[[5-[2-(2-fluoroanilino)-2-oxoethyl]sulfanyl-4-(4-fluorophenyl)-1,2,4-triazol-3-yl]methyl]-2-(trifluoromethyl)benzamide contains a alcohol.",0,functional_group
256,"Identify if 4-(2,5-dimethylthiophen-3-yl)-N-methyl-N-[(1-methylpyrazol-4-yl)methyl]-4-oxobutanamide contains a amide.",1,functional_group
257,"Assess whether heptane-2,3-dione exhibits a amine group.",0,functional_group
258,"For the molecule (10-acetyloxy-1-hydroxy-4b,8,8-trimethyl-3,4-dioxo-2-propan-2-yl-5,6,7,8a,9,10-hexahydrophenanthren-9-yl) butanoate, is a ketone functional group present?",1,functional_group
259,"Identify if 2-[4-(4-fluorophenyl)piperazin-1-yl]-N-[2-[[2-[4-(4-fluorophenyl)piperazin-1-yl]acetyl]amino]-[1,3]thiazolo[4,5-f][1,3]benzothiazol-6-yl]acetamide contains a nitro.",0,functional_group
260,Does the SMILES N-[(2-hydroxy-5-nitrophenyl)methyl]-4-(phenoxymethyl)benzamide encode a amide functional group?,1,functional_group
261,Does the molecule CC(N)C(C#N)OC=O contain a halide functional group?,0,functional_group
262,Is a ketone group present in N-cyclopropyl-1-(4-ethylphenyl)-5-pyridin-3-yltriazole-4-carboxamide?,1,functional_group
263,Is a halide group present in N#Cc1ccc(-c2cc(O)c(=O)[nH]n2)cc1?,0,functional_group
264,Is a halide group present in C#C/C(Cl)=C\n1cc(C(C)C)nc1C?,1,functional_group
265,"Is the halide functional group found in 1-ethyl-3-[6-(2-methoxyphenyl)-1,3-benzoxazol-2-yl]urea?",0,functional_group
266,Check if the structure 4-[1-(3-chlorophenyl)triazol-4-yl]pyridine contains a halide.,1,functional_group
267,Is the nitro functional group found in CCC(=O)N1C2CCC21?,0,functional_group
268,"Does 1,1,1,3,3,3-hexafluoropropan-2-yl N-(4-methylphenyl)sulfonylcarbamate have at least one halide group?",1,functional_group
269,Does the SMILES disodium;(2-ethenylphenyl)-dioxidoborane encode a halide functional group?,0,functional_group
270,"Determine whether 1-[[(2S)-2-methyl-3-oxo-4H-1,4-benzothiazin-6-yl]sulfonyl]-N-(pyridin-3-ylmethyl)piperidine-4-carboxamide includes a amide functional group.",1,functional_group
271,Check if the structure C#CCOc1nc(F)c(Cl)c2c1Oc1cc(Br)c(Br)cc1O2 contains a amine.,0,functional_group
272,"For the molecule (2S)-2-benzylsulfanyl-N-(2-benzylsulfanylethyl)propanamide, is a amide functional group present?",1,functional_group
273,Determine whether 4-acetamido-N-ethyl-1-[[3-(2-methylphenyl)phenyl]methyl]pyrrolidine-2-carboxamide includes a nitro functional group.,0,functional_group
274,Assess whether CC1Cc2ccc(O)n21 exhibits a alcohol group.,1,functional_group
275,"For the molecule 2-[6-(3-chlorophenyl)-5-(4-chlorophenyl)-4-[1-(N-cyclopropylsulfonyl-4-fluoroanilino)butan-2-yl]-3-oxomorpholin-2-yl]acetic acid, is a nitro functional group present?",0,functional_group
276,Assess whether CC(O)C(=NO)C1CC1 exhibits a alcohol group.,1,functional_group
277,"Does the molecule (2R)-N-(3-bromophenyl)-2-(2,5-dimethylphenoxy)butanamide contain a aldehyde functional group?",0,functional_group
278,Is the ketone functional group found in CC(C)c1ccc(C=C2CN(C)CC3(C2=O)C(c2ccc(C(C)C)cc2)C2CSCN2C32C(=O)Nc3ccccc32)cc1?,1,functional_group
279,Does (2R)-2-[4-(2-phenylpyrimidin-4-yl)piperazin-1-yl]-N-propylpropanamide have at least one aldehyde group?,0,functional_group
280,"For the molecule [NH3+]C12CC1NC2C(=O)[O-], is a amine functional group present?",1,functional_group
281,Does the SMILES 2-[[4-[4-[(5-iodo-4-methoxy-3-methyl-1-benzofuran-2-carbonyl)amino]phenyl]phenyl]sulfonylamino]-3-methylbutanoic acid encode a phenol functional group?,0,functional_group
282,Does Nc1c[nH]c2[nH]ncc12 have at least one amine group?,1,functional_group
283,"Does the molecule 1-(3,5-dimethylpiperidin-1-yl)sulfonyl-N-[(3-methoxyphenyl)methyl]piperidine-4-carboxamide contain a halide functional group?",0,functional_group
284,Determine whether CC12CCC1OC(=O)C2 includes a ester functional group.,1,functional_group
285,"Does 5-[2-[(3S)-3-(1H-imidazol-2-yl)piperidin-1-yl]-2-oxoethyl]-3-methyl-1H-pyrimidine-2,4-dione have at least one phenol group?",0,functional_group
286,"Assess whether (1R,2R,3S,4R)-3-(diethylcarbamoyl)-7-oxabicyclo[2.2.1]heptane-2-carboxylic acid exhibits a ester group.",1,functional_group
287,Does the SMILES N=COc1occc1O encode a nitro functional group?,0,functional_group
288,"Determine whether 3-methyl-2-[2-(4-methylpiperidin-1-yl)-2-oxoethyl]sulfanyl-6,7-dihydrothieno[3,2-d]pyrimidin-4-one includes a amine functional group.",1,functional_group
289,Is the alcohol functional group found in N-[[1-(2-morpholin-4-ylethyl)pyrrolidin-3-yl]methyl]-2-(tetrazol-1-yl)acetamide?,0,functional_group
290,Is a amine group present in OC12C3C4CN(C41)C32?,1,functional_group
291,"For the molecule 1-(pyridin-4-ylmethyl)-4,6-bis(trifluoromethyl)pyrazolo[5,4-b]pyridine, is a phenol functional group present?",0,functional_group
292,"Does the SMILES (4S,8S)-6-[2-(6-chloro-2,3-dihydro-1,4-benzodioxin-7-yl)acetyl]-3,17-dioxa-6,9,12,20,21,22-hexazatetracyclo[18.2.1.04,8.011,16]tricosa-1(23),11(16),12,14,21-pentaen-10-one encode a amine functional group?",1,functional_group
293,Check if the structure methyl 3-amino-3-oxopropanoate contains a phenol.,0,functional_group
294,"Identify if 1-(5-bromo-4-methoxypyrimidin-2-yl)-3-methyl-3,4-dihydro-2H-quinoline contains a halide.",1,functional_group
295,Identify if 2-[2-chloro-6-ethoxy-4-[[2-(4-methoxy-1-benzofuran-2-yl)-4-oxoquinazolin-3-yl]iminomethyl]phenoxy]-N-phenylacetamide contains a nitro.,0,functional_group
296,Identify if C#CC1(O)C2CCCC21 contains a alcohol.,1,functional_group
297,Is the amine functional group found in O=CC12CC(O1)C2=NO?,0,functional_group
298,"Check if the structure (9S)-9-(3-chlorophenyl)-N-(4-fluorophenyl)-5-methyl-3-phenyl-1,3,4,8-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,10,12-tetraene-8-carboxamide contains a halide.",1,functional_group
299,Check if the structure N#CCCNC(=O)CS(=O)(=O)c1ccc(C(=O)O)o1 contains a halide.,0,functional_group
300,Does the molecule COc1cc(/C=C\C(=O)NC2=NCCS2)ccc1OCC(C)C contain any triple bonds?,0,bond_type
301,Check if the structure (2R)-2-[(4-chlorophenyl)sulfonylamino]-N-(2-methylphenyl)-3-phenylpropanamide has a triple bond.,0,bond_type
302,Does 1H-azocin-2-one feature any double bonds?,1,bond_type
303,Assess whether N-[1-[(2S)-3-[bis(4-methoxyphenyl)-phenylmethoxy]-2-hydroxypropyl]-2-oxopyrimidin-4-yl]acetamide contains a triple bond type.,0,bond_type
304,Determine whether CC1C2OC=NCC12O includes at least one double bond.,1,bond_type
305,"For the molecule [8-butyl-5-(4-chlorophenyl)-5,7,9,16-tetrazatetracyclo[7.7.0.02,6.010,15]hexadeca-1(16),2(6),3,7,10,12,14-heptaen-3-yl] pentanoate, does a triple bond exist?",0,bond_type
306,Determine whether 2-[[1-(2-methoxyethyl)cyclopropyl]methylamino]-6-methylsulfanylbenzenecarbothioamide includes at least one double bond.,1,bond_type
307,"For the molecule Cc1ccc2c(c1)c1cc(C)ccc1n2-c1cc(-c2ccncc2)c(C#N)cc1-c1ccccc1, does a double bond exist?",0,bond_type
308,Is a double bond found in the SMILES O=C(O)COc1ccccc1/C=C1\SC(=O)N(CCOc2ccc(F)cc2)C1=O?,1,bond_type
309,Is a triple bond found in the SMILES CC(=O)O[C@H]1CC(=O)[C@H](C)[C@@](C)(/C=C/C(C)=C/Cc2c(O)cc(C)c(C=O)c2O)[C@@H]1C?,0,bond_type
310,"Does (7R)-7-(4-hydroxyphenyl)-5-methyl-2-phenyl-N-pyridin-3-yl-4,7-dihydro-[1,2,4]triazolo[1,5-a]pyrimidine-6-carboxamide feature any aromatic bonds?",1,bond_type
311,Check if the structure N-[(2S)-4-[(4-methyloxan-4-yl)methylamino]-4-oxobutan-2-yl]cyclopentanecarboxamide has a aromatic bond.,0,bond_type
312,Is a aromatic bond found in the SMILES 7-chloro-6-methoxy-4-methylchromen-2-one?,1,bond_type
313,Is a triple bond found in the SMILES 4-[anilino(dimethoxyphosphoryl)methyl]-2-methoxyphenol?,0,bond_type
314,"For the molecule C1CC23CCC2(CO3)O1, does a double bond exist?",0,bond_type
315,Does 2-[3-[[4-[2-(2-methylphenoxy)ethyl]piperazin-1-yl]methyl]indol-1-yl]acetamide feature any double bonds?,1,bond_type
316,Is a double bond found in the SMILES N-[2-(3-benzylsulfanylindol-1-yl)ethyl]-2-methoxybenzamide?,1,bond_type
317,"Does (2R)-2-[[5-(3-chloroanilino)-1,3,4-thiadiazol-2-yl]sulfanyl]-N-propylpropanamide feature any triple bonds?",0,bond_type
318,Assess whether C[C@H](NCc1nccc(=N)[nH]1)c1ccc(-c2cccc(C#N)c2)cc1 contains a triple bond type.,1,bond_type
319,Determine whether N#Cc1ccc(Cl)cc1NC(=O)N1CCCC1 includes at least one double bond.,1,bond_type
320,Assess whether 4-bromo-N-(4-tert-butylcyclohexyl)-1-methylpyrazole-5-carboxamide contains a triple bond type.,0,bond_type
321,"For the molecule OCC1OCC12CCC2, does a triple bond exist?",0,bond_type
322,Is a aromatic bond found in the SMILES 7-fluoro-2-[3-[3-(3-methoxyphenyl)pyrazin-2-yl]azetidin-1-yl]quinoline?,1,bond_type
323,"Determine whether N-[(2S)-2-(4-methoxyphenyl)-2-piperidin-1-ylethyl]-6,8-dimethyl-4-oxochromene-2-carboxamide includes at least one triple bond.",0,bond_type
324,Are aromatic bonds present in 3-[(1R)-1-(3-methoxy-4-prop-2-enoxyphenyl)-2-nitroethyl]-1H-indole?,1,bond_type
325,Determine whether Cn1cc2n([c]1=[Pt])-c1[c-]c(Oc3[c-]c4c(cc3)c3ccccc3n4-c3ccccn3)ccc1Oc1ccccc1-2 includes at least one triple bond.,0,bond_type
326,"Check if the structure N-(6-acetyl-3-hydroxy-2,2-dimethyl-3,4-dihydrochromen-4-yl)-3-iodobenzamide has a aromatic bond.",1,bond_type
327,"Assess whether N-benzhydryl-2,4-dioxo-1,5-dihydrochromeno[2,3-d]pyrimidine-7-carboxamide contains a triple bond type.",0,bond_type
328,"Is a double bond found in the SMILES 4-amino-5-methoxy-1,3-dioxol-2-one?",1,bond_type
329,Does C#Cc1ncc(C)cn1 feature any double bonds?,0,bond_type
330,Does the molecule C#CC(C#C)=NO contain any double bonds?,1,bond_type
331,"Does 4-[4-[4-[2-tert-butyl-6-(trifluoromethyl)pyrimidin-4-yl]piperazin-1-yl]butyl]-1,4-benzoxazin-3-one feature any triple bonds?",0,bond_type
332,Does the molecule 2-[2-[(4-methylpyrazol-1-yl)methyl]morpholin-4-yl]-N-pyridin-3-ylacetamide contain any double bonds?,1,bond_type
333,Does the chemical structure CC1(c2cnon2)CO1 include double bonding?,0,bond_type
334,"Does the molecule 2-methyl-4-(4-pyrrolidin-1-ylsulfonylpiperazin-1-yl)-5,6,7,8-tetrahydropyrido[3,4-d]pyrimidine contain any double bonds?",1,bond_type
335,Determine whether CN(C)C(=O)CCN1C(=O)C(CCc2ccccc2)N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=O includes at least one triple bond.,0,bond_type
336,"Determine whether 4-[(5-methyl-1H-imidazol-4-yl)methyl]-1-(3-phenylprop-2-enyl)-2,3,4a,5,7,7a-hexahydrothieno[3,4-b]pyrazine 6,6-dioxide includes at least one aromatic bond.",1,bond_type
337,Check if the structure N-[4-[methoxy(methyl)sulfamoyl]phenyl]quinoline-2-carboxamide has a triple bond.,0,bond_type
338,"Check if the structure 3-amino-N-[6-[5-amino-3,6-dimethyl-6-(trifluoromethyl)-2H-1,4-oxazin-3-yl]-5-fluoro-2-pyridinyl]-5-(2-methoxyethyl)pyrrolo[2,3-b]pyrazine-2-carboxamide has a double bond.",1,bond_type
339,Check if the structure benzyl N-[4-methyl-1-oxo-1-[(4-oxo-1-phenylbutan-2-yl)amino]pentan-2-yl]carbamate has a triple bond.,0,bond_type
340,"Determine whether 4-(azetidin-1-yl)-3-[5-(4-cyclopropylphenyl)-1-methylpyrazol-4-yl]-1-methylpyrazolo[5,4-d]pyrimidine includes at least one aromatic bond.",1,bond_type
341,Identify whether Cc1nc(N)oc(=O)n1 has any triple bonds.,0,bond_type
342,"Is a aromatic bond found in the SMILES 3-(1-methylsulfonylpiperidin-3-yl)-N-(oxolan-2-ylmethyl)imidazo[1,5-a]pyridine-1-carboxamide?",1,bond_type
343,Determine whether CCCc1cc(O)c2c(c1C(C)=O)O[C@@](C)(CCC=C(C)C)C=C2 includes at least one triple bond.,0,bond_type
344,Does the molecule CC1C(O)CCC1(C)C contain any aromatic bonds?,0,bond_type
345,Check if the structure COc1ccc(-c2ccc(C(=O)N3CCOCC3CC(=O)O)o2)cc1 has a aromatic bond.,1,bond_type
346,Determine whether CC(O)C(NC(=O)CNC(=O)C(N)CC(=O)O)C(=O)NC(CO)C(=O)O includes at least one double bond.,1,bond_type
347,Assess whether C[C@H](c1ccco1)N(C)C(=O)Nc1cnn(-c2ccccc2)c1 contains a triple bond type.,0,bond_type
348,Check if the structure CC(C)(C)c1ccc(Cn2c(CN3CCOCC3)nc3ccccc32)cc1 has a aromatic bond.,1,bond_type
349,Does ON=C1C2OC3C1OC23 feature any triple bonds?,0,bond_type
350,Assess whether O=C1CCCC2NC12 contains a double bond type.,1,bond_type
351,Are triple bonds present in Cc1ccc(C)c(C(=O)COC(=O)c2cc(-c3ccc(Br)cc3)nc3ccc(Br)cc23)c1?,0,bond_type
352,Assess whether Cc1cc2c(c(C)c1-c1ccc(CN3CCOCC3)cc1)C(c1ccccc1)CC(C)(C)O2 contains a aromatic bond type.,1,bond_type
353,Is a triple bond found in the SMILES CC(C)C(C(N)=O)c1ccc(Cl)cc1?,0,bond_type
354,Does the molecule COc1cccc([C@@H]2C(C(=O)c3cc4ccccc4o3)=C(O)C(=O)N2CCN2CCOCC2)c1 contain any aromatic bonds?,1,bond_type
355,Check if the structure CN.O=C1NCCC1NCc1nnc(C2CC2)o1 has a triple bond.,0,bond_type
356,Assess whether Oc1ncc2ccc(Br)cc2n1 contains a aromatic bond type.,1,bond_type
357,Check if the structure O=C1CC(C2CC2)=CN1 has a triple bond.,0,bond_type
358,Does NC1=[NH+]CC(C(=O)[O-])C1 feature any double bonds?,1,bond_type
