rep_1,rep_2,name_equivalence_q,name_equivalence_a,chemical_similarity_q,chemical_similarity_a,property_comparison_q,property_comparison_a
iupac,smiles,"Do (2R)-N-carbamoyl-2-[[5-[(2-fluorophenoxy)methyl]-4-prop-2-enyl-1,2,4-triazol-3-yl]sulfanyl]propanamide and COc1ccc(S(=O)(=O)N(C)c2ccc(C(=O)NC(C)(C)C)c(Cl)c2)cc1 correspond to the same molecular structure?",0,"Between the two options, OC1CC(C=CF)OC1O and CC(C)(C)c1cc(C(=O)N2CCC(n3nnc(C(=O)O)c3C(F)F)CC2)[nH]n1, which better matches C=CCn1c(COc2ccccc2F)nnc1S[C@H](C)C(=O)NC(N)=O chemically?",B,Which compound shows a higher molecular weight: OC1CC(C=CF)OC1O or CC(C)(C)c1cc(C(=O)N2CCC(n3nnc(C(=O)O)c3C(F)F)CC2)[nH]n1?,B
iupac,iupac,"Do 5-bromo-N-[(4S)-4-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl]thiophene-3-carboxamide and 5-bromo-N-[(4S)-4-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl]thiophene-3-carboxamide correspond to the same molecular structure?",0,Compare N=c1cccc(CO)o1 and O=C1NC2COCC12O to C[C@@]1(c2ccccc2)NC(=O)N(NC(=O)c2csc(Br)c2)C1=O. Which is more chemically similar?,B,Determine whether N=c1cccc(CO)o1 or O=C1NC2COCC12O has the higher value of molecular weight.,B
iupac,iupac,Are 2-[[5-amino-5-oxo-2-[(5-oxopyrrolidine-2-carbonyl)amino]pentanoyl]amino]-3-(1H-indol-3-yl)propanoic acid and 2-[[5-amino-5-oxo-2-[(5-oxopyrrolidine-2-carbonyl)amino]pentanoyl]amino]-3-(1H-indol-3-yl)propanoic acid equivalent representations of the same molecule?,0,"Given NC(=O)CCC(NC(=O)C1CCC(=O)N1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O, select the molecule that is more chemically similar: C[C@@H]1[C@@H](N2CCCC2)CCN1C(=O)C[C@@H]1OCCc2ccccc21 or COC(=O)C1=COC2CC1CC1C(C(=O)OC)=COC(OC3OC(CO)C(O)C(O)C3O)C21.",A,Compare C[C@@H]1[C@@H](N2CCCC2)CCN1C(=O)C[C@@H]1OCCc2ccccc21 and COC(=O)C1=COC2CC1CC1C(C(=O)OC)=COC(OC3OC(CO)C(O)C(O)C3O)C21 in terms of molecular weight. Which is lower?,A
iupac,smiles,"Do these two representations, [(2S)-2-(2,5-dimethoxyphenyl)pyrrolidin-1-yl]-[(3R)-1-thiophen-2-ylsulfonylpiperidin-3-yl]methanone and Cc1ccc(CCC(=O)Cl)c(F)c1, describe the same molecule?",0,Determine whether O=C(Nc1ccc(NC(=O)c2cc(F)c(F)c(F)c2)cc1)c1cc(F)c(F)c(F)c1 or O=[N+]([O-])c1ccc(CCN2CCN(S(=O)(=O)Cc3ccccc3)CC2)cc1 is more chemically similar to COc1ccc(OC)c([C@@H]2CCCN2C(=O)[C@@H]2CCCN(S(=O)(=O)c3cccs3)C2)c1.,B,"For the property molecular weight, which molecule is lower: O=C(Nc1ccc(NC(=O)c2cc(F)c(F)c(F)c2)cc1)c1cc(F)c(F)c(F)c1 or O=[N+]([O-])c1ccc(CCN2CCN(S(=O)(=O)Cc3ccccc3)CC2)cc1?",B
iupac,smiles,"Do 1-[(3R,5S)-3,5-dimethylpiperidin-1-yl]-2-[(6-methyl-3-pyridinyl)oxy]ethanone and C1[C@@H](C)C[C@@H](C)CN1C(COc1ccc(nc1)C)=O correspond to the same molecular structure?",1,Compare N=C1CN(C=O)C(=O)O1 and O=C(O)c1nccnc1C(=O)NCc1csc2ccc(Cl)cc12 to Cc1ccc(OCC(=O)N2C[C@H](C)C[C@H](C)C2)cn1. Which is more chemically similar?,B,"For the property molecular weight, which molecule is lower: N=C1CN(C=O)C(=O)O1 or O=C(O)c1nccnc1C(=O)NCc1csc2ccc(Cl)cc12?",A
iupac,iupac,Do ethyl 4-[(2-phenylquinazolin-4-yl)amino]butanoate and ethyl 4-[(2-phenylquinazolin-4-yl)amino]butanoate correspond to the same molecular structure?,0,Which molecule is more chemically similar to CCOC(=O)CCCNc1nc(-c2ccccc2)nc2ccccc12: CN(C)CCNC(=O)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1 or O=C(N[C@H]1CCN(C(=O)CCc2ccccc2)C1)N[C@@H]1CC[C@@H]1c1ccccc1?,B,"Between CN(C)CCNC(=O)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1 and O=C(N[C@H]1CCN(C(=O)CCc2ccccc2)C1)N[C@@H]1CC[C@@H]1c1ccccc1, which exhibits a lower molecular weight?",A
iupac,iupac,Are the chemical entities represented by 3-(2-ethyl-5-methylpyrrolidin-1-yl)sulfonyl-5-fluoro-4-methylaniline and 3-(2-ethyl-5-methylpyrrolidin-1-yl)sulfonyl-5-fluoro-4-methylaniline the same?,1,"Between CCNc1cc(=N)n(CC)c2n[nH]c(N=Cc3cc(Cl)cc(Cl)c3O)c12 and Cc1nnc(SCC2OC(c3ccc(-c4ccccc4CN4C(=O)c5ccccc5C4=O)cc3)OC(c3ccc(CO)cc3)C2C)s1, which is more similar in structure to CCC1CCC(C)N1S(=O)(=O)c1cc(N)cc(F)c1C?",A,"Given CCNc1cc(=N)n(CC)c2n[nH]c(N=Cc3cc(Cl)cc(Cl)c3O)c12 and Cc1nnc(SCC2OC(c3ccc(-c4ccccc4CN4C(=O)c5ccccc5C4=O)cc3)OC(c3ccc(CO)cc3)C2C)s1, determine which has the lower molecular weight.",A
iupac,iupac,"Do these two representations, 2-[4-[(3-chloro-4-ethoxybenzoyl)amino]phenyl]acetic acid and 2-[4-[(3-chloro-4-ethoxybenzoyl)amino]phenyl]acetic acid, describe the same molecule?",0,Which molecule is more chemically similar to CCOc1ccc(C(=O)Nc2ccc(CC(=O)O)cc2)cc1Cl: COc1ccc(OCCNC(=O)[C@H](C)c2ccc(C[C@H]3CCCC3=O)cc2)cc1 or CC1CC=CCC1?,A,Compare COc1ccc(OCCNC(=O)[C@H](C)c2ccc(C[C@H]3CCCC3=O)cc2)cc1 and CC1CC=CCC1 in terms of molecular weight. Which is lower?,B
iupac,iupac,"Assess whether (2R)-2-(4-methoxyphenyl)-1-[(2R)-2-(4-methyl-1,3-thiazol-2-yl)piperidin-1-yl]propan-1-one and (2R)-2-(4-methoxyphenyl)-1-[(2R)-2-(4-methyl-1,3-thiazol-2-yl)piperidin-1-yl]propan-1-one denote the same chemical substance.",0,"Which molecule shares greater structural similarity with COc1ccc([C@@H](C)C(=O)N2CCCC[C@@H]2c2nc(C)cs2)cc1, C1=CC2[CH-][N+](=C1)CCCCCCCCCCCCCC1=CN(CC=C1)CCCCCCCCCCCCCC2 or OC12C3C4C1N4C32?",A,Compare C1=CC2[CH-][N+](=C1)CCCCCCCCCCCCCC1=CN(CC=C1)CCCCCCCCCCCCCC2 and OC12C3C4C1N4C32 in terms of molecular weight. Which is higher?,A
iupac,smiles,"Verify whether 2-[(3-tert-butyl-4-oxo-[1,3,4]thiadiazolo[2,3-c][1,2,4]triazin-7-yl)sulfanyl]-N-(4-chlorophenyl)acetamide and n12c(c(nnc2sc(n1)SCC(=O)Nc1ccc(Cl)cc1)C(C)(C)C)=O correspond to an identical molecule.",1,"Given CC(C)(C)c1nnc2sc(SCC(=O)Nc3ccc(Cl)cc3)nn2c1=O, select the molecule that is more chemically similar: CCN(CC(=O)N1CCN(c2ccc(OC)cc2)CC1)S(=O)(=O)c1ccc(Cl)cc1 or CC1=CC(C)CC1(C)C.",A,Identify whether CCN(CC(=O)N1CCN(c2ccc(OC)cc2)CC1)S(=O)(=O)c1ccc(Cl)cc1 or CC1=CC(C)CC1(C)C has the lower molecular weight.,B
iupac,iupac,"Do these two representations, (2S)-4-methyl-N-[(2-morpholin-4-yl-4-pyridinyl)methyl]pentane-2-sulfonamide and (2S)-4-methyl-N-[(2-morpholin-4-yl-4-pyridinyl)methyl]pentane-2-sulfonamide, describe the same molecule?",1,Which compound more closely resembles CC(C)C[C@H](C)S(=O)(=O)NCc1ccnc(N2CCOCC2)c1: CS(=O)(=O)c1ccc(C(=CC2CCCCCC2)C(=O)Nc2nccs2)cc1 or Cl.N#Cc1cccc(CN2CCN(Cc3cc4cc(-c5cccnc5)ccc4o3)CC2)c1?,A,"For the property molecular weight, which molecule is lower: CS(=O)(=O)c1ccc(C(=CC2CCCCCC2)C(=O)Nc2nccs2)cc1 or Cl.N#Cc1cccc(CN2CCN(Cc3cc4cc(-c5cccnc5)ccc4o3)CC2)c1?",A
iupac,smiles,"Do these two representations, 1-(furan-3-carbonyl)-4-(2-morpholin-4-ylethyl)-3,3a,6,6a-tetrahydro-2H-pyrrolo[3,2-b]pyrrol-5-one and CNC(=S)NN=C(C)c1ccccc1OC(F)F, describe the same molecule?",0,Determine whether COC(=O)c1ccccc1C1=C([N+](=O)[O-])C(c2ccccc2)C(C#N)=C(N)O1 or COc1cccnc1Nc1cccc(C)n1 is more chemically similar to O=C1CC2C(CCN2C(=O)c2ccoc2)N1CCN1CCOCC1.,A,"Between COC(=O)c1ccccc1C1=C([N+](=O)[O-])C(c2ccccc2)C(C#N)=C(N)O1 and COc1cccnc1Nc1cccc(C)n1, which exhibits a higher molecular weight?",A
iupac,smiles,Is the molecule described by 1-[[5-(2-fluorophenyl)thiophen-2-yl]methyl]-3-[2-(morpholin-4-ylmethyl)phenyl]-1-propan-2-ylurea identical to the one described by Brc1ncccc1Cn1ccnc1?,0,"Given CC(C)N(Cc1ccc(-c2ccccc2F)s1)C(=O)Nc1ccccc1CN1CCOCC1, select the molecule that is more chemically similar: COC(=O)c1sccc1NC(=O)N1CCC[C@H](OCCO)C1 or CC1C2OCC3OC2C31.",A,Compare COC(=O)c1sccc1NC(=O)N1CCC[C@H](OCCO)C1 and CC1C2OCC3OC2C31 in terms of molecular weight. Which is lower?,B
iupac,iupac,"Do the two chemical representations 4-[[4-(2,3-dihydro-1H-inden-5-ylsulfonyl)piperazin-1-yl]methyl]-2-thiophen-2-yl-1,3-thiazole and 4-[[4-(2,3-dihydro-1H-inden-5-ylsulfonyl)piperazin-1-yl]methyl]-2-thiophen-2-yl-1,3-thiazole describe the same molecule?",0,Determine whether Cc1n[nH]c2nnoc12 or Cc1cc2nc([C@@H](O)c3ccccc3)[nH]c2cc1C is more chemically similar to O=S(=O)(c1ccc2c(c1)CCC2)N1CCN(Cc2csc(-c3cccs3)n2)CC1.,B,Determine whether Cc1n[nH]c2nnoc12 or Cc1cc2nc([C@@H](O)c3ccccc3)[nH]c2cc1C has the higher value of molecular weight.,B
smiles,smiles,Are the chemical entities represented by CC12CC1C1(C=O)NC21 and O=C(COc1ccccc1)Nc1ccc(N2CCCN(Cc3cccc(C(F)(F)F)c3)CC2)nc1 the same?,0,Identify which molecule is more similar to CC12CC1C1(C=O)NC21: CC(C)(C)n1cnc(C(=O)Nc2ccc(F)c(S(N)(=O)=O)c2)n1 or O=C(COC(=O)C1C2CC3CC(C2)CC1C3)NC(=O)c1ccccc1.,B,"Given CC(C)(C)n1cnc(C(=O)Nc2ccc(F)c(S(N)(=O)=O)c2)n1 and O=C(COC(=O)C1C2CC3CC(C2)CC1C3)NC(=O)c1ccccc1, determine which has the lower molecular weight.",A
iupac,smiles,"Determine whether 2,4-dimethyl-3-(6-morpholin-4-ylhexoxy)-2H-thiophen-5-one and C1N(CCCCCCOC2=C(C)C(SC2C)=O)CCOC1 refer to the same chemical compound.",1,"Which molecule shares greater structural similarity with CC1=C(OCCCCCCN2CCOCC2)C(C)SC1=O, N#CCC1OCC12CN2 or NC(=O)C1(O)CCCC1?",A,"Which molecule has a higher molecular weight, N#CCC1OCC12CN2 or NC(=O)C1(O)CCCC1?",B
smiles,smiles,"Do these two representations, CCCCCC(/C=C/C1=C2C/C(=C/CCCCOC3CCCCO3)CC2CC1O[Si](C)(C)C)O[Si](C)(C)C(C)(C)C and C#Cc1ncnn1C, describe the same molecule?",0,Assess the chemical similarity of COc1cc2nc(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N4C3)c(-c3cccs3)nc2cc1OC and CNC(=O)Nc1ccc(NC(C)CCC(C)C)cc1 to CCCCCC(/C=C/C1=C2C/C(=C/CCCCOC3CCCCO3)CC2CC1O[Si](C)(C)C)O[Si](C)(C)C(C)(C)C. Which is more similar?,A,Which compound shows a lower molecular weight: COc1cc2nc(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N4C3)c(-c3cccs3)nc2cc1OC or CNC(=O)Nc1ccc(NC(C)CCC(C)C)cc1?,B
iupac,smiles,"Determine whether 2-amino-3-[5-(2,4-dichlorophenyl)-1,2,4-oxadiazol-3-yl]-1-pyrrolidin-1-ylbutan-1-one and CCN/C(=N\CC(=O)NC(C)(C)C)NCC(c1ccco1)N(CC)CC refer to the same chemical compound.",0,"Which molecule shares greater structural similarity with CC(c1noc(-c2ccc(Cl)cc2Cl)n1)C(N)C(=O)N1CCCC1, CC1CCC(=O)C2OC12 or Cc1ccccc1NC(=O)CCN1C(=S)N[C@H](c2ccccn2)[C@H]1c1cc(C)n(C(C)C)c1C?",B,"Which molecule demonstrates a lower value for molecular weight, CC1CCC(=O)C2OC12 or Cc1ccccc1NC(=O)CCN1C(=S)N[C@H](c2ccccn2)[C@H]1c1cc(C)n(C(C)C)c1C?",A
smiles,smiles,Are O=C1NCCCC2CN12 and N1CCCC2CN2C1=O equivalent representations of the same molecule?,1,"Between O=S(=O)(C1CC1)N1CCN(CC2CCC(c3ccc(Cl)cc3Cl)N(c3ccc(Cl)cc3)C2)CC1 and CCCCCCOc1ccc(/C=N/NC(=O)CSc2nc3ccccc3s2)cc1OCC, which is more similar in structure to O=C1NCCCC2CN12?",A,Determine whether O=S(=O)(C1CC1)N1CCN(CC2CCC(c3ccc(Cl)cc3Cl)N(c3ccc(Cl)cc3)C2)CC1 or CCCCCCOc1ccc(/C=N/NC(=O)CSc2nc3ccccc3s2)cc1OCC has the higher value of molecular weight.,A
iupac,smiles,"Is the molecule described by 2-[7-(4-fluorophenyl)-6,7-dihydro-[1,2,4]triazolo[1,5-a]pyrimidin-5-yl]phenol identical to the one described by O=C(c1nn(-c2ccc(F)cc2)c2c1CCCC2)N1CCN(c2cccc(Cl)c2)CC1?",0,Which compound more closely resembles Oc1ccccc1C1=Nc2ncnn2C(c2ccc(F)cc2)C1: CCn1cnc2c(Sc3nnnn3C)ncnc21 or COc1cc(CC2COC(=O)C2Cc2ccc3c(c2)OCO3)ccc1O?,B,Assess the molecular weight of CCn1cnc2c(Sc3nnnn3C)ncnc21 and COc1cc(CC2COC(=O)C2Cc2ccc3c(c2)OCO3)ccc1O. Which one is higher?,B
iupac,smiles,"Do these two representations, potassium;butane;[2-hydroxy-1-[3-[[4-(trifluoromethyl)phenyl]methyl]-1,2,4-oxadiazol-5-yl]ethyl]-[1-[(2-phenylacetyl)amino]-2-[4-(phosphanylmethyl)phenyl]ethyl]azanide and CC(Sc1nnc(-c2ccco2)n1C1CCCCC1)C(=O)Nc1ccc(Cl)cc1Cl, describe the same molecule?",0,Determine whether CCNC(c1ccc(C)cc1C)c1scnc1C or CC1(C)/C(=C/C=C/C=C/C2=[N+](CCC(=O)O)CCS2)N(CCC(=O)O)c2c1c1ccccc1c1ccccc21 is more chemically similar to CCCC.O=C(Cc1ccccc1)NC(Cc1ccc(CP)cc1)[N-]C(CO)c1nc(Cc2ccc(C(F)(F)F)cc2)no1.[K+].,A,Compare CCNC(c1ccc(C)cc1C)c1scnc1C and CC1(C)/C(=C/C=C/C=C/C2=[N+](CCC(=O)O)CCS2)N(CCC(=O)O)c2c1c1ccccc1c1ccccc21 in terms of molecular weight. Which is lower?,A
smiles,smiles,Do CC12NC3(C#N)CC1C32 and CC12C3CC(N1)(C32)C#N correspond to the same molecular structure?,1,Which compound more closely resembles CC12NC3(C#N)CC1C32: CCOCC(C)(O)CC or CC(C)(C)COC(=O)N[C@@H]1CC[C@H]2CCCC[C@@H]2C1?,B,Assess the molecular weight of CCOCC(C)(O)CC and CC(C)(C)COC(=O)N[C@@H]1CC[C@H]2CCCC[C@@H]2C1. Which one is higher?,B
iupac,smiles,"Verify whether 1,3-bis[(3-chlorobenzoyl)amino]urea and c1ccc(-n2nnnc2Oc2ccc(-c3nnco3)cc2)cc1 correspond to an identical molecule.",0,Compare CCCCCCC[C@H]1SC(=NN=Cc2ccco2)NC1=O and [NH2+]=C1CC(CC(=O)[O-])N1 to O=C(NNC(=O)c1cccc(Cl)c1)NNC(=O)c1cccc(Cl)c1. Which is more chemically similar?,A,Compare CCCCCCC[C@H]1SC(=NN=Cc2ccco2)NC1=O and [NH2+]=C1CC(CC(=O)[O-])N1 in terms of molecular weight. Which is lower?,B
iupac,iupac,"Assess whether (5R)-5-[(1R,2S)-2-methoxycyclohexyl]imidazolidine-2,4-dione and (5R)-5-[(1R,2S)-2-methoxycyclohexyl]imidazolidine-2,4-dione denote the same chemical substance.",1,Assess the chemical similarity of CCNC(=O)c1cc2c(s1)c(=O)c(CO)cn2-c1cc(C(C)(C)O)ccc1Oc1c(C)cc(F)cc1C and Cc1ccn(C=O)c1O to CO[C@H]1CCCC[C@@H]1[C@H]1NC(=O)NC1=O. Which is more similar?,A,Identify whether CCNC(=O)c1cc2c(s1)c(=O)c(CO)cn2-c1cc(C(C)(C)O)ccc1Oc1c(C)cc(F)cc1C or Cc1ccn(C=O)c1O has the higher molecular weight.,A
smiles,smiles,Verify whether N=c1oncc(F)c1F and CN1C=NC2CC21C=O correspond to an identical molecule.,0,Determine whether Cc1cccc(Cn2c(=O)cc(C)c3cccc(C)c32)c1 or CCCc1ccccc1OC(=O)OCC(C)C is more chemically similar to N=c1oncc(F)c1F.,B,"Which molecule has a higher molecular weight, Cc1cccc(Cn2c(=O)cc(C)c3cccc(C)c32)c1 or CCCc1ccccc1OC(=O)OCC(C)C?",A
iupac,iupac,"Are 1-(3-ethylmorpholin-4-yl)-N,2-dimethylpropan-2-amine and 1-(3-ethylmorpholin-4-yl)-N,2-dimethylpropan-2-amine equivalent representations of the same molecule?",0,Which molecule is more chemically similar to CCC1COCCN1CC(C)(C)NC: C#CC12CC1CC1NC12 or Cc1cc(NC(C)CC(F)(F)F)ncc1N?,B,"Given C#CC12CC1CC1NC12 and Cc1cc(NC(C)CC(F)(F)F)ncc1N, determine which has the lower molecular weight.",A
iupac,smiles,"Do these two representations, 6-methylpyrazin-2-amine and n1c(N)cncc1C, describe the same molecule?",1,Compare CC(C(=O)N(C)CC(=O)O)C(C)(C)C and CN1C(=O)[C@H](c2ccccc2)CC12CCN(Cc1cccs1)CC2 to Cc1cncc(N)n1. Which is more chemically similar?,B,Assess the molecular weight of CC(C(=O)N(C)CC(=O)O)C(C)(C)C and CN1C(=O)[C@H](c2ccccc2)CC12CCN(Cc1cccs1)CC2. Which one is higher?,B
iupac,iupac,"Do the two chemical representations 6,7,7-trimethylpyrimido[4,5-b][1,4]oxazine-2,4-diamine and 6,7,7-trimethylpyrimido[4,5-b][1,4]oxazine-2,4-diamine describe the same molecule?",0,Which molecule is more chemically similar to CC1=Nc2c(N)nc(N)nc2OC1(C)C: CN(CC(=O)Nc1ccc(F)c(F)c1F)C(=O)/C=C/c1ccc(Br)s1 or CC1OC2C(O)CC12?,B,Assess the molecular weight of CN(CC(=O)Nc1ccc(F)c(F)c1F)C(=O)/C=C/c1ccc(Br)s1 and CC1OC2C(O)CC12. Which one is higher?,A
iupac,iupac,"Given N-(cyclopropylmethyl)-2-methyl-4-(methylaminomethyl)-N-propan-2-ylaniline and N-(cyclopropylmethyl)-2-methyl-4-(methylaminomethyl)-N-propan-2-ylaniline, determine if they describe the same molecular structure.",0,Identify which molecule is more similar to CNCc1ccc(N(CC2CC2)C(C)C)c(C)c1: C#CC[NH+](C)CC(=O)[O-] or Oc1ccc(-c2[nH]c(=S)sc2-c2ccc(Cl)cc2)cc1.,B,"For the property molecular weight, which molecule is higher: C#CC[NH+](C)CC(=O)[O-] or Oc1ccc(-c2[nH]c(=S)sc2-c2ccc(Cl)cc2)cc1?",B
iupac,iupac,"Do 3,5,10-triazaheptacyclo[15.11.0.02,10.04,9.011,16.018,26.019,24]octacosa-1(17),2,4(9),5,7,11,13,15,18(26),19,21,23,27-tridecaene and 3,5,10-triazaheptacyclo[15.11.0.02,10.04,9.011,16.018,26.019,24]octacosa-1(17),2,4(9),5,7,11,13,15,18(26),19,21,23,27-tridecaene correspond to the same molecular structure?",1,Identify which molecule is more similar to c1ccc2c(c1)Cc1ccc3c(c1-2)c1ccccc1n1c2cccnc2nc31: CC1(C)CC2OCC=C21 or COc1ccc(-c2nc3n(c2C(=O)Nc2nc(-c4ccc(F)cc4)cs2)CCS3(=O)=O)cc1.,B,"Given CC1(C)CC2OCC=C21 and COc1ccc(-c2nc3n(c2C(=O)Nc2nc(-c4ccc(F)cc4)cs2)CCS3(=O)=O)cc1, determine which has the lower molecular weight.",A
smiles,smiles,Assess whether N#CC1NCC=C1CO and CCOC(=O)c1sc(N2CCCCC2)c2c1CC(C)(C)CC2=O denote the same chemical substance.,0,Which molecule is more chemically similar to N#CC1NCC=C1CO: CCO[Si](CCC/N=C(\N)NCCC[Si](OCC)(OCC)OCC)(OCC)OCC or NC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2ccccc2)c1?,B,Assess the molecular weight of CCO[Si](CCC/N=C(\N)NCCC[Si](OCC)(OCC)OCC)(OCC)OCC and NC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2ccccc2)c1. Which one is higher?,A
iupac,smiles,"Given 1-hydroxypropan-2-yl 2-(2-butyl-4-oxocyclopentyl)acetate and CC(C)c1ccc(N2C(=O)/C(=C/c3c[nH]c4ccccc34)C(=O)N=C2O)cc1, determine if they describe the same molecular structure.",0,Which compound more closely resembles CCCCC1CC(=O)CC1CC(=O)OC(C)CO: C1CN=C2OC3C(C1)C23 or CC1=CCC2OC12C?,B,"For the property molecular weight, which molecule is lower: C1CN=C2OC3C(C1)C23 or CC1=CCC2OC12C?",B
iupac,iupac,"Determine whether 4-(1,4-dimethylpyrazol-3-yl)-N-[4-(3,5-dimethyl-1,2,4-triazol-1-yl)phenyl]pyridin-2-amine and 4-(1,4-dimethylpyrazol-3-yl)-N-[4-(3,5-dimethyl-1,2,4-triazol-1-yl)phenyl]pyridin-2-amine refer to the same chemical compound.",1,Which compound more closely resembles Cc1nc(C)n(-c2ccc(Nc3cc(-c4nn(C)cc4C)ccn3)cc2)n1: CC1OCC(C)C(=N)O1 or O=S(=O)(/N=C(\NO)Nc1ccc(Cl)cc1)c1ccc(-c2cccs2)cn1?,B,"For the property molecular weight, which molecule is lower: CC1OCC(C)C(=N)O1 or O=S(=O)(/N=C(\NO)Nc1ccc(Cl)cc1)c1ccc(-c2cccs2)cn1?",A
iupac,smiles,Do 4-(aziridin-2-yl)-1-methylpyrazole and c1nn(cc1C1CN1)C correspond to the same molecular structure?,1,Determine whether C.CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)Nc1cn(C(C(=O)N2CCC(C(=O)c3ccccc3)CC2)c2ccccc2)cn1 or NCC(C(=O)Cc1c(F)ccc(Br)c1F)c1ccccc1 is more chemically similar to Cn1cc(C2CN2)cn1.,A,"Which molecule has a higher molecular weight, C.CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)Nc1cn(C(C(=O)N2CCC(C(=O)c3ccccc3)CC2)c2ccccc2)cn1 or NCC(C(=O)Cc1c(F)ccc(Br)c1F)c1ccccc1?",A
smiles,smiles,Are C1C2CN3CC4OC1C243 and C123C4CC1CN3CC2O4 equivalent representations of the same molecule?,1,Assess the chemical similarity of Cc1cc(SCc2ccccc2F)nc(O)n1 and COc1cc2nn(C3CCNCC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1 to C1C2CN3CC4OC1C243. Which is more similar?,B,Assess the molecular weight of Cc1cc(SCc2ccccc2F)nc(O)n1 and COc1cc2nn(C3CCNCC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1. Which one is higher?,B
iupac,iupac,"Is the molecule described by (2S,4S)-4-[[2-(1-oxophthalazin-2-yl)acetyl]amino]pyrrolidine-2-carboxylic acid identical to the one described by (2S,4S)-4-[[2-(1-oxophthalazin-2-yl)acetyl]amino]pyrrolidine-2-carboxylic acid?",0,"Given O=C(Cn1ncc2ccccc2c1=O)N[C@@H]1CN[C@H](C(=O)O)C1, select the molecule that is more chemically similar: COC(=O)C1(O)COC1 or COc1ccc(NC(=O)C[C@@H]2C(=O)N(c3ccc(N(C)C)cc3)C(=S)N2CCc2ccc(OC)c(OC)c2)cc1.",B,"Given COC(=O)C1(O)COC1 and COc1ccc(NC(=O)C[C@@H]2C(=O)N(c3ccc(N(C)C)cc3)C(=S)N2CCc2ccc(OC)c(OC)c2)cc1, determine which has the lower molecular weight.",A
smiles,smiles,"Given CC1OC(=O)NC1C=O and O=CC12CC(O)CC1N2, determine if they describe the same molecular structure.",0,Assess the chemical similarity of O=C(O)COc1ccccc1CN1CCCC1c1cnccn1 and C1CN2CC3(CN3)C12 to CC1OC(=O)NC1C=O. Which is more similar?,B,Determine whether O=C(O)COc1ccccc1CN1CCCC1c1cnccn1 or C1CN2CC3(CN3)C12 has the higher value of molecular weight.,A
iupac,iupac,"Assess whether 4-chloro-N-[3-(5-ethyl-1,3,4-oxadiazol-2-yl)phenyl]pyridine-2-carboxamide and 4-chloro-N-[3-(5-ethyl-1,3,4-oxadiazol-2-yl)phenyl]pyridine-2-carboxamide denote the same chemical substance.",0,Determine whether O=C(CCC(=O)Nc1ccc(F)cc1)NN=Cc1ccc(O)cc1O or CCOC(=O)c1cc2c(cn1)C(=O)c1ccccc1-2 is more chemically similar to CCc1nnc(-c2cccc(NC(=O)c3cc(Cl)ccn3)c2)o1.,B,Determine whether O=C(CCC(=O)Nc1ccc(F)cc1)NN=Cc1ccc(O)cc1O or CCOC(=O)c1cc2c(cn1)C(=O)c1ccccc1-2 has the higher value of molecular weight.,A
smiles,smiles,Verify whether O=C(C1=C(O)C(=Cc2ccc(Br)c(Br)c2)CCC1)c1ccccc1 and C1CCC(=Cc2ccc(Br)c(Br)c2)C(O)=C1C(=O)c1ccccc1 correspond to an identical molecule.,1,Which compound more closely resembles O=C(C1=C(O)C(=Cc2ccc(Br)c(Br)c2)CCC1)c1ccccc1: Cc1cccc(N2CCN(C(=O)[C@@H]3CCCN3C(=O)OC(C)(C)C)CC2)c1 or COc1ccc(I)nc1I?,A,"Between Cc1cccc(N2CCN(C(=O)[C@@H]3CCCN3C(=O)OC(C)(C)C)CC2)c1 and COc1ccc(I)nc1I, which exhibits a higher molecular weight?",A
iupac,smiles,Verify whether 6-bromo-2-imino-N-[(4-methylphenyl)methyl]chromene-3-carboxamide and NCC(C(=O)Cc1c(F)ccc(Br)c1F)c1ccccc1 correspond to an identical molecule.,0,Compare CCCC1(C#N)COC1 and COc1ccc2c3c([nH]c2c1)C(CO)N(S(C)(=O)=O)CC31CCN(C(=O)CN(C)C)CC1 to Cc1ccc(CNC(=O)c2cc3cc(Br)ccc3oc2=N)cc1. Which is more chemically similar?,B,"Which molecule has a lower molecular weight, CCCC1(C#N)COC1 or COc1ccc2c3c([nH]c2c1)C(CO)N(S(C)(=O)=O)CC31CCN(C(=O)CN(C)C)CC1?",A
